Code Commune;Nom Commune;Nb -25;Nb 25-64;Nb 65+;Prop -25;Prop 25-64;Prop 65+;Taux Nat 1999-2010;Taux Mort 1999-2010
79239;Saint-Aubin-le-Cloud;486;889;385;27.6;50.5;21.9;11.3;7.3
79241;Saint-Christophe-sur-Roc;175;323;95;29.5;54.5;16;12.4;5.1
79242;Voulmentin;353;580;141;32.9;54;13.1;17.5;7.6
79243;Saint-Coutant;58;134;68;22.3;51.5;26.1;7.3;9.1
79244;Saint-Cyr-la-Lande;109;185;57;31.1;52.7;16.3;18.8;6.1
79246;Sainte-Eanne;228;365;78;34;54.4;11.6;14.2;7.2
79249;Saint-Gelais;520;1014;209;29.8;58.2;12;10.6;3.8
79250;Sainte-Gemme;115;211;55;30.1;55.5;14.4;11.4;6.9
79251;Marcillé;210;386;144;28.4;52.1;19.5;12.4;7.4
79252;Saint-Généroux;111;202;59;29.7;54.3;15.9;15.5;9.4
79253;Saint-Georges-de-Noisné;203;363;140;28.8;51.5;19.8;11.6;8.8
79254;Saint-Georges-de-Rex;95;227;86;23.2;55.7;21.1;10.5;16.4
79255;Saint-Germain-de-Longue-Chaume;107;203;96;26.3;50;23.7;12.4;7.6
79256;Saint-Germier;42;115;44;21;57.1;21.9;10.9;10
79257;Saint-Hilaire-la-Palud;409;854;334;25.6;53.5;20.9;11;13.1
79258;Saint-Jacques-de-Thouars;147;255;62;31.8;54.9;13.3;12;6.7
79259;Saint-Jean-de-Thouars;351;729;264;26.1;54.3;19.6;10.7;5.3
79263;Saint-Laurs;137;288;108;25.7;54;20.3;10.1;8.8
79265;Saint-Léger-de-Montbrun;362;709;143;29.8;58.4;11.8;11.4;6.3
79267;Saint-Lin;114;185;65;31.4;50.8;17.8;13.8;7.6
79268;Saint-Loup-Lamairé;179;436;326;19;46.3;34.6;8.6;18.6
79269;Saint-Maixent-de-Beugné;114;198;44;32;55.6;12.4;12.5;5.4
79270;Saint-Maixent-l'École;2771;3069;1643;37;41;22;12;13
79271;Saint-Marc-la-Lande;70;141;148;19.4;39.3;41.4;11.1;40.2
79273;Saint-Martin-de-Bernegoue;241;474;78;30.4;59.8;9.8;11.1;3.4
79274;Saint-Martin-de-Mâcon;108;170;50;32.8;51.8;15.4;9.6;5.8
79276;Saint-Martin-de-Saint-Maixent;368;622;123;33.1;55.9;11.1;13.6;6
79277;Saint-Martin-de-Sanzay;267;492;219;27.3;50.3;22.4;12.5;18.4
79278;Saint-Martin-du-Fouilloux;40;126;50;18.4;58.5;23;9.1;10.3
79280;Saint Maurice Étusson;251;461;170;28.4;52.3;19.3;13.6;9.4
79281;Saint-Maxire;316;664;151;27.9;58.7;13.4;9.6;4.8
79283;Sainte-Néomaye;478;766;95;35.7;57.2;7.1;16.3;4.2
79284;Sainte-Ouenne;246;435;107;31.2;55.2;13.6;14.1;4.9
79285;Saint-Pardoux-Soutiers;531;991;321;28.8;53.8;17.4;14.3;14.8
79286;Saint-Paul-en-Gâtine;113;229;109;25.1;50.8;24.2;10;7.3
79289;Saint-Pierre-des-Échaubrognes;448;724;199;32.7;52.8;14.5;17;4.7
79290;Saint-Pompain;283;501;152;30.2;53.5;16.3;13.1;7.5
79293;Saint-Rémy;321;584;122;31.3;56.8;11.9;19.4;3.9
79294;Saint-Romans-des-Champs;49;96;32;27.7;54.2;18.1;14.2;10.5
79295;Saint-Romans-lès-Melle;194;371;117;28.5;54.4;17.1;10.5;10.2
79297;Sainte-Soline;76;168;104;21.8;48.3;29.9;8.9;9.9
79298;Saint-Symphorien;506;1048;245;28.1;58.2;13.6;12.6;4.6
79299;Saint-Varent;669;1203;624;26.8;48.2;25;10.2;15
79300;Sainte-Verge;397;784;257;27.6;54.5;17.9;8.6;6.2
79301;Saint-Vincent-la-Châtre;185;312;111;30.4;51.3;18.3;10.5;5.7
79302;Saivres;393;781;219;28.2;56.1;15.7;11.6;5.2
79303;Salles;101;195;47;29.5;56.7;13.7;9.9;5.9
79304;Sansais;231;464;81;29.7;59.8;10.5;11.4;7.5
79306;Saurais;60;106;23;31.7;56.3;12.1;17.5;4.1
79307;Sauzé-Vaussais;353;796;466;21.9;49.3;28.9;8.6;14.7
79308;Sciecq;141;333;108;24.2;57.1;18.6;10.8;8.4
79309;Scillé;83;199;98;21.7;52.4;25.9;7.5;6.1
79310;Secondigné-sur-Belle;158;276;111;29.1;50.6;20.4;13.5;10.1
79311;Secondigny;390;815;594;21.7;45.3;33;9.6;18.1
79312;Séligné;28;64;27;23.5;53.8;22.7;9.8;9.1
79313;Sepvret;179;294;110;30.7;50.4;18.9;11.7;11.3
79316;Soudan;157;228;67;34.7;50.4;14.8;14.8;6
79319;Souvigné;276;478;115;31.7;55;13.3;13.1;8.7
79320;Surin;180;319;111;29.5;52.3;18.2;14.9;8.8
79322;Le Tallud;523;1085;422;25.8;53.4;20.8;9.9;9.3
79326;Thénezay;405;675;396;27.4;45.7;26.8;11.2;17.4
79329;Thouars;4157;7159;3383;28.3;48.7;23;10.6;10.8
79331;Tourtenay;38;73;31;26.8;51.4;21.8;12.3;12.3
79332;Trayes;46;63;24;34.8;47.4;17.8;11;6.2
79334;Val-du-Mignon;358;585;175;32;52.3;15.7;13.6;8.4
79335;Vallans;240;425;97;31.5;55.8;12.7;13.3;4.2
79336;Vançais;62;125;79;23.3;47;29.7;6.3;8.8
79337;Le Vanneau-Irleau;242;490;187;26.3;53.3;20.3;14.5;7.8
79338;Vanzay;36;108;60;17.5;53;29.5;9.5;11.8
79339;Vasles;417;806;483;24.4;47.2;28.3;9.9;19.2
79340;Vausseroux;100;182;69;28.5;51.9;19.6;14.7;6.2
79341;Vautebis;34;66;21;28;54.4;17.6;11.2;10.4
79342;Vernoux-en-Gâtine;138;284;180;22.9;47.1;30;8.5;9.1
79343;Vernoux-sur-Boutonne;45;95;30;26.5;55.9;17.5;10.6;4.8
79345;Verruyes;258;456;197;28.3;50;21.7;9.1;7.8
79346;Le Vert;25;58;44;19.7;45.7;34.6;8.8;8.8
79347;Viennay;310;613;180;28.1;55.5;16.3;12.7;5.1
79348;Villefollet;54;86;59;27.1;43.2;29.6;6.2;10.5
79349;Villemain;27;86;54;16.4;51.6;32.1;5.4;11.3
79350;Villiers-en-Bois;46;69;30;31.8;47.6;20.6;9.9;7.4
79351;Villiers-en-Plaine;554;899;241;32.7;53.1;14.2;15.3;8.4
79352;Villiers-sur-Chizé;41;92;32;24.8;55.8;19.4;5.5;9.3
79354;Vouhé;104;186;78;28.2;50.7;21.1;12.3;7.8
79355;Vouillé;925;1828;495;28.5;56.3;15.2;10.6;6
79357;Xaintray;69;133;38;28.8;55.4;15.8;12.2;4.6
80001;Abbeville;7447;11998;4711;30.8;49.7;19.5;14;11.3
80002;Ablaincourt-Pressoir;94;141;31;35.3;53.2;11.5;8.9;11.9
80003;Acheux-en-Amiénois;210;272;87;36.9;47.8;15.3;14.7;10.6
80004;Acheux-en-Vimeu;147;287;94;27.8;54.4;17.8;11.1;9
80005;Agenville;39;55;19;34.6;48.6;16.8;10.8;4.5
80006;Agenvillers;53;110;30;27.7;56.9;15.4;14.6;15.1
80008;Aigneville;280;449;116;33.1;53.1;13.8;13.3;7.5
80009;Ailly-le-Haut-Clocher;257;491;147;28.8;54.8;16.4;11.6;8.5
80010;Ailly-sur-Noye;858;1487;460;30.6;53;16.4;13.2;9.2
80011;Ailly-sur-Somme;886;1626;645;28.1;51.5;20.4;11.3;7.8
80013;Airaines;753;1134;417;32.7;49.2;18.1;12.8;16.1
80014;Aizecourt-le-Bas;20;29;9;35;50;15;13.8;9.2
80015;Aizecourt-le-Haut;23;47;11;28.6;58.4;13;13;5
80016;Albert;2871;4775;2128;29.4;48.9;21.8;12.3;13.2
80017;Allaines;124;236;64;29.2;55.7;15.1;10.9;8.7
80018;Allenay;62;130;55;25;52.7;22.3;10.7;7.2
80019;Allery;244;426;132;30.4;53.1;16.5;12.7;9.7
80020;Allonville;245;451;64;32.2;59.3;8.4;11.4;5.6
80021;Amiens;50305;65489;17654;37.7;49.1;13.2;14.7;7.8
80022;Andainville;64;121;43;28.1;53.1;18.9;10.8;8.2
80023;Andechy;88;149;29;33.1;56.2;10.8;13.1;7
80024;Argœuves;137;299;94;25.9;56.4;17.7;9.3;7.6
80025;Argoules;143;109;84;42.6;32.4;25;7.6;13
80026;Arguel;6;19;5;20;63.3;16.7;16.7;13.9
80027;Armancourt;4;13;2;21.1;68.4;10.5;4.5;18.1
80028;Arquèves;52;74;26;34.2;48.7;17.1;16.7;13.6
80029;Arrest;245;447;177;28.2;51.4;20.4;12.5;8.3
80030;Arry;68;100;25;35.1;51.8;13.1;15.9;11.8
80031;Arvillers;227;414;107;30.4;55.3;14.4;14.7;10.3
80032;Assainvillers;48;81;15;33.4;56.5;10.1;11.4;22.3
80033;Assevillers;95;162;30;33.1;56.4;10.5;16.8;6.1
80034;Athies;155;311;157;24.9;49.9;25.2;10.9;30.3
80035;Aubercourt;32;38;3;43.5;51.8;4.7;19.7;4.9
80036;Aubigny;132;280;84;26.7;56.4;16.9;12.1;7.9
80037;Aubvillers;45;67;19;34.4;51.1;14.5;17.2;9.8
80038;Auchonvillers;43;69;17;33.3;53.5;13.2;13.8;8.5
80039;Ault;440;866;391;26;51;23;13.4;12.8
80040;Aumâtre;50;103;48;25;51;24;7.8;13.3
80041;Aumont;39;73;28;27.9;52.2;19.9;15.8;7.9
80042;Autheux;33;57;22;29.6;51.2;19.2;11.6;9.1
80043;Authie;90;155;55;30;51.5;18.4;9.9;8.6
80044;Authieule;111;193;60;30.6;53.1;16.4;11.4;6.6
80045;Authuille;46;92;32;27.3;53.9;18.8;6.5;8.6
80046;Avelesges;13;24;11;28;50;22;6.8;8.5
80047;Aveluy;138;263;100;27.6;52.5;19.9;10.6;11
80048;Avesnes-Chaussoy;27;33;9;38.8;47.8;13.4;18.2;6.1
80049;Ayencourt;42;103;28;24.3;59.5;16.2;7.4;7.4
80050;Bacouel-sur-Selle;124;298;52;26.2;62.9;11;5.9;6.7
80051;Bailleul;80;154;45;28.6;55.3;16;10.1;9.7
80052;Baizieux;72;118;23;33.8;55.4;10.8;13.6;6.8
80053;Balâtre;25;48;11;29.8;57.1;13.1;12.3;4.1
80054;Barleux;68;150;45;25.9;56.9;17.2;11.6;7.5
80055;Barly;42;92;33;25.1;55.1;19.8;7.5;14.5
80056;Bavelincourt;52;58;15;41.4;46.6;12;11.6;8
80057;Bayencourt;27;46;10;32.5;55.4;12;10.6;14.1
80058;Bayonvillers;111;186;58;31.3;52.4;16.3;12.7;7
80059;Bazentin;16;46;14;21.1;60.5;18.4;10.7;13.1
80060;Béalcourt;24;56;24;23;54;23;16.6;17.5
80061;Beaucamps-le-Jeune;56;92;43;29.3;48.4;22.3;14.9;6.3
80062;Beaucamps-le-Vieux;437;712;288;30.4;49.5;20.1;11.6;9.5
80063;Beauchamps;307;577;172;29.1;54.7;16.3;9.7;7.8
80064;Beaucourt-en-Santerre;63;98;14;35.8;56.2;8;24.1;4.6
80065;Beaucourt-sur-l'Ancre;28;54;16;28.9;54.6;16.5;16.8;12.9
80066;Beaucourt-sur-l'Hallue;79;133;42;31.1;52.4;16.5;10.3;7.2
80067;Beaufort-en-Santerre;62;104;22;33;55.3;11.7;17.1;8
80068;Beaumetz;75;108;35;34.3;49.6;16.1;14.3;11
80069;Beaumont-Hamel;45;117;26;23.9;62.2;13.8;12.5;12
80070;Beauquesne;451;695;198;33.6;51.7;14.7;11.9;8.7
80071;Beauval;712;1127;306;33.2;52.5;14.3;14.2;9.4
80073;Bécordel-Bécourt;50;99;15;30.7;60.2;9;15.6;5.2
80074;Becquigny;33;46;25;31.5;44.4;24.1;9.9;6.3
80076;Béhen;126;253;77;27.7;55.5;16.8;10.6;8.5
80077;Béhencourt;107;200;48;30.2;56.3;13.5;12.3;4.6
80078;Bellancourt;126;303;50;26.3;63.2;10.5;9.3;6.8
80079;Belleuse;108;184;55;31.1;53;15.9;11.5;8.5
80080;Belloy-en-Santerre;46;93;27;27.7;56;16.3;15.3;7.1
80081;Belloy-Saint-Léonard;22;52;13;25;60.2;14.8;7.7;6.7
80082;Belloy-sur-Somme;228;424;105;30.1;56.1;13.8;12.7;6.7
80083;Bergicourt;43;86;30;26.9;54.4;18.8;8.9;3.2
80084;Bermesnil;78;129;30;32.9;54.4;12.7;15.8;8.3
80085;Bernâtre;4;22;8;10.8;64.9;24.3;4.5;15.6
80086;Bernaville;348;551;194;31.9;50.4;17.7;12.2;8.8
80087;Bernay-en-Ponthieu;74;131;45;29.7;52.4;17.9;10.2;9.4
80088;Bernes;87;171;41;29.3;57.1;13.6;10.1;8.1
80089;Berneuil;74;148;42;27.9;56.1;16;15;11.6
80090;Berny-en-Santerre;48;88;16;31.6;57.9;10.5;8.9;8.9
80092;Bertangles;156;346;83;26.6;59.2;14.2;7.6;5.1
80093;Berteaucourt-les-Dames;365;647;153;31.3;55.5;13.1;15.7;8.1
80094;Berteaucourt-lès-Thennes;113;260;46;26.9;62.1;11.1;9.6;6
80095;Bertrancourt;58;112;40;27.6;53.3;19.2;11.1;6.2
80096;Béthencourt-sur-Mer;316;534;193;30.3;51.2;18.5;11.1;8.5
80097;Béthencourt-sur-Somme;44;71;18;32.8;53.4;13.7;12.9;15.9
80098;Bettembos;24;56;18;24.5;57.4;18.1;7.4;7.4
80099;Bettencourt-Rivière;55;119;39;26;55.8;18.3;6;9.4
80100;Bettencourt-Saint-Ouen;230;353;40;36.9;56.7;6.4;12.6;5.6
80101;Beuvraignes;278;436;112;33.7;52.8;13.6;12.4;10.5
80102;Biaches;92;234;54;24.2;61.7;14.1;8;7.1
80103;Biarre;14;34;15;22.4;53.7;23.9;10.7;8.1
80104;Biencourt;33;69;21;26.8;55.9;17.3;15.2;9.9
80105;Billancourt;50;104;29;27.1;57.1;15.8;11;9.3
80106;Blangy-sous-Poix;63;100;30;32.8;51.6;15.6;8.9;7.3
80107;Blangy-Tronville;167;320;62;30.4;58.4;11.2;9.1;5.1
80108;Boisbergues;31;40;12;37.3;48.2;14.5;9.2;13.8
80109;Le Boisle;85;191;116;21.7;48.7;29.6;7.8;10.9
80110;Boismont;109;250;102;23.7;54.1;22.2;7.6;10.6
80112;Bonnay;61;147;42;24.5;58.8;16.7;9.8;7.6
80113;Bonneville;109;183;54;31.4;53;15.6;15.5;8.9
80114;Bosquel;83;170;42;28.2;57.7;14.1;10.2;3.7
80115;Bouchavesnes-Bergen;97;198;39;28.9;59.3;11.8;11.3;6.6
80116;Bouchoir;105;149;31;36.9;52.2;10.9;18.1;9
80117;Bouchon;39;80;34;25.5;52.3;22.2;10;6.9
80118;Boufflers;33;63;17;28.8;55.9;15.3;8.2;12.7
80119;Bougainville;124;261;66;27.5;57.9;14.6;11.1;7.4
80120;Bouillancourt-en-Séry;171;292;96;30.6;52.3;17.1;13.9;6.3
80121;Bouillancourt-la-Bataille;37;75;23;27.1;55.6;17.3;17.6;10
80122;Bouquemaison;170;270;79;32.8;52;15.3;11.4;8.7
80123;Bourdon;137;203;43;35.9;52.9;11.3;10.4;5.5
80124;Bourseville;209;398;131;28.3;54;17.7;10.1;8
80125;Boussicourt;28;38;12;35.4;48.8;15.9;22.9;8.6
80126;Bouttencourt;285;539;193;28.1;53;18.9;11.3;6.9
80127;Bouvaincourt-sur-Bresle;254;467;127;29.9;55.1;15;10.7;6.1
80128;Bouvincourt-en-Vermandois;48;84;22;31.1;54.3;14.6;16.4;6.9
80129;Bouzincourt;170;282;89;31.5;52.1;16.5;12.5;7.5
80130;Bovelles;104;235;52;26.6;60.1;13.3;11;7.3
80131;Boves;880;1635;461;29.6;54.9;15.5;10.9;7.6
80132;Braches;74;133;16;33.2;59.6;7.2;12.1;9.5
80133;Brailly-Cornehotte;62;127;49;26;53.3;20.7;7.6;10.2
80134;Brassy;17;39;10;25.8;59.1;15.2;15.8;14.2
80135;Bray-lès-Mareuil;85;133;31;34.1;53.3;12.5;12.8;12
80136;Bray-sur-Somme;310;635;293;25.1;51.3;23.6;10.2;21.9
80137;Breilly;143;249;77;30.5;53.2;16.3;9.8;7.4
80138;Bresle;47;57;15;39.4;47.7;12.8;11.8;7.8
80139;Breuil;11;33;9;21.1;61.4;17.5;3;6
80140;Brévillers;39;59;7;37.4;56.1;6.5;15.3;8.6
80141;Brie;91;201;57;26.1;57.5;16.4;10.4;6.8
80142;Briquemesnil-Floxicourt;35;98;26;21.9;61.9;16.2;15.2;8.2
80143;Brocourt;27;56;13;27.8;58.8;13.4;11.7;9.2
80144;Brouchy;156;303;108;27.5;53.5;19.1;9.2;7.1
80145;Brucamps;43;78;21;30.3;54.9;14.8;20.6;5.9
80146;Brutelles;52;105;29;27.7;56.5;15.8;8.5;11
80147;Buigny-l'Abbé;93;187;58;27.5;55.3;17.2;12.2;8.9
80148;Buigny-lès-Gamaches;89;219;78;23.1;56.7;20.3;7.1;11.3
80149;Buigny-Saint-Maclou;149;306;62;28.9;59.2;11.9;9.3;7.3
80150;Buire-Courcelles;73;131;42;29.8;53.3;16.9;10.6;6.8
80151;Buire-sur-l'Ancre;101;177;47;31;54.5;14.4;13.5;7.4
80152;Bus-la-Mésière;46;71;28;31.8;48.6;19.6;16;6.9
80153;Bus-lès-Artois;43;76;29;29.2;51.4;19.4;2.5;14.9
80154;Bussu;56;118;48;25.3;53;21.7;5.6;8.5
80155;Bussus-Bussuel;94;164;41;31.4;54.8;13.8;11.8;6.4
80156;Bussy-lès-Daours;93;191;53;27.5;56.8;15.7;11;4.7
80157;Bussy-lès-Poix;31;48;15;33;51.1;16;16.9;6
80158;Buverchy;10;28;2;26.2;69;4.8;10.9;10.9
80159;Cachy;95;132;24;37.8;52.6;9.6;14.5;5.4
80160;Cagny;315;682;255;25.2;54.5;20.4;6.2;10
80161;Cahon;66;114;36;30.6;52.8;16.7;11.1;9.9
80162;Caix;215;362;155;29.3;49.5;21.2;13.8;18.4
80163;Cambron;207;386;128;28.7;53.6;17.7;11.3;7.8
80164;Camon;1268;2360;962;27.6;51.4;21;9.6;7.3
80165;Camps-en-Amiénois;46;95;33;26.7;54.5;18.8;9.1;9.7
80166;Canaples;203;349;65;32.9;56.5;10.5;14.7;7.8
80167;Canchy;77;182;57;24.4;57.6;18;9.6;7
80168;Candas;349;560;138;33.3;53.5;13.2;14.7;7.2
80169;Cannessières;20;40;25;23.5;47.1;29.4;5.3;4.3
80170;Cantigny;32;64;12;29.5;59;11.4;14.8;4.7
80171;Caours;168;333;103;27.9;55.1;17;9.4;6.4
80172;Cappy;144;280;116;26.7;51.9;21.4;13.4;15.9
80173;Cardonnette;118;250;79;26.4;55.9;17.6;7;4.4
80174;Le Cardonnois;48;47;4;48.5;47.4;4.1;20.9;5.2
80176;Carrépuis;93;154;41;32.3;53.6;14.1;13.2;7.3
80177;Cartigny;247;393;97;33.5;53.3;13.2;12.2;8.9
80179;Caulières;66;127;23;30.4;58.9;10.7;14.1;13.7
80180;Cavillon;26;61;21;24;56.7;19.2;19.1;10
80181;Cayeux-en-Santerre;42;71;7;35.1;58.8;6.1;10.4;9.4
80182;Cayeux-sur-Mer;641;1389;706;23.4;50.8;25.8;9.9;16.7
80183;Cerisy-Buleux;73;148;35;28.7;57.8;13.6;18;9.9
80184;Cerisy;141;261;79;29.2;54.3;16.5;11.6;10.2
80185;Champien;96;166;33;32.7;56.2;11.1;9.1;5.4
80186;Chaulnes;641;995;318;32.8;50.9;16.3;14.2;8.8
80187;La Chaussée-Tirancourt;170;364;127;25.8;55;19.2;8.1;7.4
80188;Chaussoy-Epagny;184;339;62;31.5;57.9;10.6;13.2;7.1
80189;La Chavatte;23;33;6;37.5;52.8;9.7;24.3;5.6
80190;Chépy;419;714;178;32;54.4;13.6;12.9;7.9
80191;Chilly;70;111;22;34.5;54.8;10.7;11;7
80192;Chipilly;58;103;26;31.2;55;13.8;22;11
80193;Chirmont;32;69;19;26.7;57.5;15.8;23.3;9.6
80194;Chuignes;30;63;28;24.8;51.9;23.3;12.4;13.9
80195;Chuignolles;41;73;44;25.9;46.2;27.8;15.5;7.5
80196;Citerne;84;141;50;30.5;51.3;18.2;6.1;9.8
80197;Cizancourt;12;18;15;26.2;40.5;33.3;13.5;15.7
80198;Clairy-Saulchoix;115;217;56;29.6;55.9;14.4;8.6;5.8
80199;Cléry-sur-Somme;163;285;86;30.6;53.4;16;14.8;7.8
80200;Cocquerel;69;105;33;33.2;50.9;15.9;14.6;6.3
80201;Coigneux;14;25;9;28.3;52.2;19.6;20.4;13
80202;Coisy;84;168;34;29.5;58.7;11.8;12.1;7.9
80203;Colincamps;27;47;18;29.7;50.5;19.8;9.1;11.1
80204;Combles;234;350;155;31.7;47.4;20.9;12.9;11.9
80205;Condé-Folie;262;466;165;29.3;52.2;18.5;11.2;7.7
80206;Contalmaison;39;72;12;31.7;58.5;9.8;10.9;5.8
80207;Contay;121;203;44;32.9;55.1;12.1;14.4;7.1
80208;Conteville;69;95;32;35.2;48.5;16.3;15.5;11
80210;Contre;47;76;13;34.4;55.7;9.8;17.3;5.8
80211;Conty;556;867;329;31.7;49.5;18.8;12.6;19.8
80212;Corbie;1926;3249;1213;30.1;50.9;19;13;16.6
80213;Cottenchy;176;215;50;39.8;48.8;11.4;12.7;5.4
80214;Coullemelle;110;170;42;34.2;52.8;13;17.3;8.3
80215;Coulonvillers;84;122;34;35;50.8;14.2;20.4;8.2
80216;Courcelette;46;84;17;31.3;57.1;11.6;11.8;11.1
80217;Courcelles-au-Bois;33;37;16;38.4;43;18.6;19.5;12.6
80218;Courcelles-sous-Moyencourt;32;75;23;24.8;57.6;17.6;8;5.3
80219;Courcelles-sous-Thoix;8;29;16;15.1;54.7;30.2;6.7;6.7
80220;Courtemanche;27;52;17;28.1;54.2;17.7;11.3;4.1
80221;Cramont;93;160;46;31.1;53.4;15.4;14.3;12.4
80222;Crécy-en-Ponthieu;434;743;374;28;47.9;24.1;12.9;16.8
80223;Crémery;63;79;13;40.6;51;8.4;40.2;4.5
80224;Cressy-Omencourt;32;61;20;28;54;18;10;9.2
80225;Creuse;60;116;14;31.8;60.9;7.3;11.9;3.8
80226;Croix-Moligneaux;108;165;41;34.3;52.7;13;11.7;9.9
80227;Croixrault;138;224;74;31.6;51.4;17;13.7;11.2
80228;Le Crotoy;564;1067;589;25.4;48.1;26.5;10.9;14.3
80229;Crouy-Saint-Pierre;91;182;55;27.7;55.6;16.7;10.7;6.9
80230;Curchy;111;173;39;34.3;53.7;12;13;10.3
80231;Curlu;44;81;16;31.2;57.2;11.6;12.4;10.2
80232;Damery;62;125;24;29.4;59.3;11.2;18.4;9.4
80233;Dancourt-Popincourt;43;80;20;30.3;55.6;14.1;12.1;9.4
80234;Daours;232;418;122;30.1;54.1;15.8;10.9;6.6
80235;Dargnies;410;670;219;31.6;51.6;16.9;10.6;9.5
80236;Davenescourt;165;260;82;32.6;51.3;16.1;12.2;11.8
80237;Démuin;176;266;52;35.6;53.8;10.6;14.8;8.5
80238;Dernancourt;107;256;80;24.2;57.7;18.1;12;7
80239;Devise;8;37;8;15.1;69.8;15.1;7;8.4
80240;Doingt;340;715;274;25.6;53.8;20.6;10.2;8.9
80241;Domart-en-Ponthieu;364;579;228;31.1;49.4;19.5;12.1;17.3
80242;Domart-sur-la-Luce;125;254;43;29.6;60.3;10.2;15.2;3.6
80243;Domesmont;6;26;8;15.4;64.1;20.5;4.3;12.9
80244;Dominois;59;106;30;30.3;54.4;15.4;12.2;14.4
80245;Domléger-Longvillers;76;149;59;26.8;52.5;20.7;10.3;11.9
80246;Dommartin;106;206;40;30.1;58.5;11.4;11;8.3
80247;Dompierre-Becquincourt;199;330;101;31.6;52.3;16.1;11.3;9
80248;Dompierre-sur-Authie;111;205;101;26.6;49.2;24.2;10;15.3
80249;Domqueur;95;146;49;32.7;50.5;16.8;16.6;8.9
80250;Domvast;117;180;45;34.2;52.7;13.1;18.1;9.2
80251;Doudelainville;109;164;48;34;51;15;15.5;9.6
80252;Douilly;79;146;38;30.1;55.4;14.5;11.7;10.2
80253;Doullens;2246;3212;1259;33.4;47.8;18.7;13.7;12.1
80256;Dreuil-lès-Amiens;312;685;276;24.5;53.8;21.7;7;7.6
80258;Driencourt;25;51;15;27.6;56.1;16.3;11.5;12.5
80259;Dromesnil;22;50;23;23.2;52.5;24.2;5;16.7
80260;Drucat;232;461;173;26.8;53.2;20;8.6;8
80261;Dury;348;721;197;27.5;56.9;15.6;6.8;11.2
80262;Eaucourt-sur-Somme;112;235;65;27.2;57;15.8;9.7;8.6
80263;L'Échelle-Saint-Aurin;15;30;9;27.8;55.6;16.7;3.5;19.3
80264;Éclusier-Vaux;19;55;15;21.1;62.2;16.7;10.6;14.1
80265;Embreville;166;315;97;28.7;54.6;16.8;9.1;7.6
80266;Englebelmer;85;140;37;32.4;53.6;14;14.5;9.1
80267;Ennemain;55;124;41;25;56.5;18.5;11.6;11.6
80268;Épagne-Épagnette;149;327;100;25.9;56.7;17.4;8.6;6.9
80269;Épaumesnil;34;68;20;27.9;55.7;16.4;9.6;8
80270;Épécamps;1;4;1;20;60;20;0;10.7
80271;Épehy;386;552;262;32.2;46;21.8;13.3;25
80272;Épénancourt;32;72;12;27.6;62.1;10.3;11.1;4.5
80273;Éplessier;138;189;55;36.2;49.5;14.4;12.2;4.8
80274;Eppeville;542;966;353;29.1;51.9;19;10.6;8.7
80275;Équancourt;93;175;57;28.8;53.8;17.5;10.9;9.4
80276;Équennes-Éramecourt;107;170;36;34.3;54.2;11.4;15.2;7.9
80278;Erches;50;98;21;29.8;57.7;12.5;17.7;5.1
80279;Ercheu;251;399;155;31.2;49.5;19.3;14.2;29.5
80280;Ercourt;40;70;26;29.4;51.5;19.1;8.4;6.3
80281;Ergnies;84;109;18;39.9;51.5;8.6;20.5;9.7
80282;Érondelle;168;277;62;33.2;54.6;12.2;12.5;9
80283;Esclainvillers;41;88;18;27.8;59.7;12.5;11.2;8.6
80284;Esmery-Hallon;240;407;141;30.5;51.6;17.9;11.4;9.6
80285;Essertaux;79;129;31;32.9;53.9;13.2;18.9;8.8
80287;Estrébœuf;66;139;55;25.3;53.4;21.3;8.6;7.1
80288;Estrées-Deniécourt;110;172;39;34.2;53.6;12.2;17.3;9.2
80290;Estrées-lès-Crécy;112;203;67;29.3;53.1;17.5;11;10.5
80291;Estrées-sur-Noye;81;160;40;28.7;57.1;14.2;10.6;6.5
80292;Étalon;39;70;28;28.1;51.1;20.7;13.3;10.4
80293;Ételfay;118;213;60;30.2;54.5;15.3;8.4;5.6
80294;Éterpigny;64;93;19;36.6;52.6;10.9;12.6;5
80295;Étinehem-Méricourt;157;298;82;29.3;55.5;15.3;15;9
80296;L'Étoile;379;662;198;30.6;53.4;16;14.8;10.6
80297;Étréjust;13;18;13;29.5;40.9;29.5;10.9;2.2
80298;Étricourt-Manancourt;158;290;80;29.8;54.9;15.2;11;12.6
80299;La Faloise;64;132;35;27.7;57.3;15;15.3;9.5
80300;Falvy;30;70;28;23.4;54.7;21.9;15.4;8.9
80301;Famechon;66;138;32;27.8;58.5;13.7;14.1;5.5
80302;Faverolles;44;94;17;28.5;60.8;10.8;13.1;5
80303;Favières;116;238;103;25.3;52.2;22.5;7;10.6
80304;Fay;45;70;3;37.8;59.5;2.7;20.1;9.1
80305;Ferrières;117;272;71;25.4;59.1;15.4;7.8;6.2
80306;Fescamps;37;75;33;25.3;52.1;22.6;8.9;7.7
80307;Feuillères;45;83;18;30.8;56.8;12.3;9.8;11.6
80308;Feuquières-en-Vimeu;713;1316;480;28.4;52.5;19.1;10.4;9.3
80310;Fienvillers;204;324;101;32.5;51.5;16;11.1;10.6
80311;Fignières;47;71;23;33.3;50.3;16.3;17.2;7.6
80312;Fins;96;148;36;34.3;52.8;12.9;17;11.9
