Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021
47209;Pont-du-Casse;354;1112;152;662;298;1250;148;748
47210;Port-Sainte-Marie;114;554;107;315;132;520;77;328
47211;Poudenas;25;54;6;31;17;54;8;21
47212;Poussignac;23;76;9;50;17;86;7;56
47213;Prayssas;80;236;33;135;69;264;29;155
47214;Puch-d'Agenais;46;201;28;116;57;197;33;118
47215;Pujols;268;964;180;540;244;1050;143;638
47216;Puymiclan;55;221;42;138;41;225;34;136
47217;Puymirol;59;260;42;159;60;232;33;140
47218;Puysserampion;18;60;9;36;15;64;13;33
47219;Rayet;19;56;10;32;13;57;5;33
47220;Razimet;17;89;11;57;21;83;14;52
47221;Réaup-Lisse;58;171;29;95;47;167;19;90
47222;La Réunion;48;146;22;74;51;143;12;84
47223;Rives;14;53;6;31;16;51;9;28
47224;Romestaing;15;42;4;26;13;43;4;25
47225;Roquefort;159;595;89;367;139;658;77;421
47226;Roumagne;48;136;20;83;33;146;11;87
47227;Ruffiac;14;53;9;29;14;55;6;34
47228;Saint-Antoine-de-Ficalba;57;213;37;132;44;222;27;138
47229;Saint-Astier;11;66;8;40;18;61;11;39
47230;Saint-Aubin;31;104;16;61;28;96;9;56
47231;Saint-Avit;13;55;5;33;17;48;4;31
47232;Saint-Barthélemy-d'Agenais;55;124;16;70;38;136;16;65
47233;Sainte-Bazeille;234;833;148;476;209;912;147;531
47234;Saint-Caprais-de-Lerm;44;216;39;139;38;224;25;154
47235;Saint-Colomb-de-Lauzun;29;117;16;62;39;111;13;69
47236;Sainte-Colombe-de-Duras;11;38;5;13;19;27;1;14
47237;Sainte-Colombe-de-Villeneuve;31;149;21;88;39;145;20;94
47238;Sainte-Colombe-en-Bruilhois;118;477;69;279;129;457;63;276
47239;Saint-Étienne-de-Fougères;69;251;44;148;59;267;39;159
47240;Saint-Étienne-de-Villeréal;22;75;9;48;18;82;16;44
47241;Saint-Eutrope-de-Born;57;198;31;114;53;191;21;113
47242;Saint-Front-sur-Lémance;43;174;31;86;58;144;20;81
47244;Sainte-Gemme-Martaillac;28;120;17;75;28;117;12;77
47245;Saint-Géraud;6;30;4;18;7;23;3;13
47246;Saint-Hilaire-de-Lusignan;106;456;70;280;107;444;48;291
47247;Saint-Jean-de-Duras;21;80;12;48;20;80;13;45
47248;Saint-Jean-de-Thurac;48;167;16;99;52;166;16;102
47249;Saint-Laurent;32;146;29;95;21;137;26;79
47250;Saint-Léger;8;47;6;34;7;38;8;23
47251;Saint-Léon;26;93;13;54;26;97;14;56
47252;Sainte-Livrade-sur-Lot;422;1692;336;980;376;1767;323;1022
47253;Sainte-Marthe;38;203;27;136;39;193;21;134
47254;Saint-Martin-Curton;30;88;9;48;31;82;11;41
47255;Saint-Martin-de-Beauville;8;43;8;25;9;51;9;33
47256;Saint-Martin-de-Villeréal;11;28;3;17;7;29;2;15
47257;Saint-Martin-Petit;40;211;36;124;50;185;28;117
47258;Sainte-Maure-de-Peyriac;17;84;10;42;32;73;11;45
47259;Saint-Maurice-de-Lestapel;9;33;4;18;11;30;5;16
47260;Saint-Maurin;39;115;7;67;41;102;6;58
47262;Saint-Nicolas-de-la-Balerme;22;135;23;83;29;124;24;78
47263;Saint-Pardoux-du-Breuil;50;187;25;102;61;175;18;107
47264;Saint-Pardoux-Isaac;99;262;38;132;92;263;27;137
47265;Saint-Pastour;33;108;20;62;26;108;12;63
47266;Saint-Pé-Saint-Simon;18;46;15;23;9;52;7;28
47267;Saint-Pierre-de-Buzet;23;96;11;57;27;78;7;47
47269;Saint-Pierre-de-Clairac;70;259;21;167;72;260;33;157
47271;Saint-Pierre-sur-Dropt;34;97;14;59;24;97;14;49
47272;Saint-Quentin-du-Dropt;20;55;10;27;18;64;15;30
47273;Saint-Robert;13;51;7;33;11;58;9;36
47274;Saint-Romain-le-Noble;46;129;16;72;41;119;10;63
47275;Saint-Salvy;12;60;8;38;14;57;8;37
47276;Saint-Sardos;22;75;9;50;16;79;10;47
47277;Saint-Sauveur-de-Meilhan;22;100;18;62;20;108;20;65
47278;Saint-Sernin;35;141;26;79;36;136;17;84
47279;Saint-Sixte;23;112;15;71;26;106;13;69
47280;Saint-Sylvestre-sur-Lot;166;570;100;316;154;602;86;350
47281;Saint-Urcisse;21;75;18;36;21;80;10;48
47282;Saint-Vincent-de-Lamontjoie;21;66;11;37;18;69;3;44
47283;Saint-Vite;80;301;62;172;67;334;59;195
47284;Salles;24;86;14;46;27;82;12;46
47285;Samazan;48;240;39;145;57;246;35;163
47286;Sauméjan;10;28;5;15;7;30;1;19
47287;Saumont;10;71;3;50;17;72;12;50
47288;Sauvagnas;39;167;25;101;41;158;19;100
47289;La Sauvetat-de-Savères;32;165;24;101;40;161;19;110
47290;La Sauvetat-du-Dropt;50;147;17;89;41;152;19;83
47291;La Sauvetat-sur-Lède;41;186;32;114;39;212;37;134
47292;Sauveterre-la-Lémance;58;153;22;77;54;148;18;71
47293;Sauveterre-Saint-Denis;34;126;14;75;37;117;15;68
47294;Savignac-de-Duras;25;62;8;33;21;59;5;29
47295;Savignac-sur-Leyze;21;78;7;58;14;87;8;57
47296;Ségalas;21;48;7;26;15;47;3;23
47297;Sembas;13;39;4;27;8;37;4;20
47298;Sénestis;11;58;12;37;9;56;11;34
47299;Sérignac-Péboudou;16;47;9;25;13;50;5;29
47300;Sérignac-sur-Garonne;80;355;55;212;88;357;51;226
47301;Seyches;74;308;42;197;70;297;45;179
47302;Sos;48;154;20;81;53;138;17;72
47303;Soumensac;24;60;5;29;27;60;5;30
47304;Taillebourg;6;18;0;12;6;18;3;8
47305;Tayrac;38;111;13;70;28;120;12;70
47306;Le Temple-sur-Lot;80;297;44;174;79;310;49;182
47307;Thézac;14;50;5;24;20;51;4;32
47308;Thouars-sur-Garonne;12;63;5;39;19;63;12;39
47309;Tombebœuf;31;132;21;74;37;123;17;75
47310;Tonneins;650;2480;517;1407;557;2594;500;1444
47311;Tourliac;13;45;6;28;12;38;5;21
47312;Tournon-d'Agenais;83;173;16;96;61;206;15;108
47313;Tourtrès;7;35;5;23;7;38;7;24
47314;Trémons;26;131;15;84;32;113;13;74
47315;Trentels;71;272;42;163;67;272;37;165
47316;Varès;64;191;27;109;55;191;23;103
47317;Verteuil-d'Agenais;32;135;18;79;38;145;19;94
47318;Vianne;98;267;36;149;83;291;39;154
47319;Villebramar;9;26;5;17;4;35;4;22
47320;Villefranche-du-Queyran;23;118;19;63;37;101;10;69
47321;Villeneuve-de-Duras;17;100;14;61;25;87;13;57
47323;Villeneuve-sur-Lot;1768;5839;1145;3308;1386;6227;1012;3447
47324;Villeréal;93;258;48;142;69;297;49;154
47325;Villeton;39;140;14;78;48;150;17;94
47326;Virazeil;133;463;71;269;122;462;50;278
47327;Xaintrailles;33;105;22;57;25;102;12;57
47328;Saint-Georges;41;173;32;92;49;141;15;84
48001;Albaret-le-Comtal;12;46;5;27;13;38;4;22
48002;Albaret-Sainte-Marie;25;166;29;109;28;168;30;113
48003;Allenc;17;76;10;51;15;74;12;46
48004;Altier;15;58;8;34;17;58;6;37
48005;Antrenas;24;85;18;41;26;87;22;41
48007;Arzenc-d'Apcher;5;13;1;9;3;15;2;8
48008;Arzenc-de-Randon;12;58;5;32;21;55;9;35
48009;Peyre en Aubrac;161;701;136;395;170;623;85;377
48010;Auroux;34;102;14;47;41;88;8;46
48012;Les Monts-Verts;29;109;19;55;35;80;15;36
48013;Badaroux;61;293;49;186;58;297;50;186
48015;Pied-de-Borne;14;54;5;34;15;49;2;33
48016;Balsièges;46;191;32;111;48;181;25;110
48017;Banassac-Canilhac;76;333;57;194;82;329;43;210
48018;Barjac;38;254;34;175;45;224;26;160
48019;Barre-des-Cévennes;18;58;6;33;19;52;2;32
48020;Bassurels;6;21;2;12;7;17;1;10
48021;La Bastide-Puylaurent;13;52;8;24;20;46;5;28
48025;Les Bessons;36;140;21;86;33;135;17;83
48026;Blavignac;14;62;10;41;11;76;14;48
48027;Mont Lozère et Goulet;87;315;68;154;94;276;34;156
48028;Les Bondons;12;44;3;29;13;41;8;22
48029;Le Born;9;47;7;31;9;39;6;25
48030;Brenoux;27;112;9;82;22;128;17;84
48031;Brion;6;32;3;20;9;20;2;13
48032;Le Buisson;15;73;12;43;18;66;8;43
48034;La Canourgue;133;606;154;332;120;576;83;360
48036;Cassagnas;10;32;4;22;7;32;2;21
48037;Chadenet;6;40;3;30;7;28;2;19
48038;Bel-Air-Val-d'Ance;43;151;23;82;46;155;27;85
48039;Chanac;97;446;79;257;109;438;75;266
48041;Chastanier;10;19;0;10;9;22;3;9
48042;Chastel-Nouvel;68;293;43;191;60;271;25;177
48043;Châteauneuf-de-Randon;36;164;28;94;42;145;22;88
48044;Chauchailles;6;25;5;15;5;18;1;12
48045;Chaudeyrac;28;99;10;56;33;93;13;52
48046;Chaulhac;3;15;2;8;4;11;1;6
48048;Cheylard-l'Évêque;6;18;2;6;10;18;2;10
48050;Bédouès-Cocurès;39;125;11;75;39;155;21;95
48051;Le Collet-de-Dèze;53;173;22;99;52;164;18;92
48053;Cubières;9;59;6;38;15;47;4;34
48054;Cubiérettes;3;14;1;5;8;13;2;8
48055;Cultures;6;53;7;42;3;63;12;45
48056;Esclanèdes;25;135;18;87;31;141;20;96
48058;La Fage-Montivernoux;12;55;12;23;20;38;6;20
48059;La Fage-Saint-Julien;17;89;14;55;20;87;17;53
48061;Florac Trois Rivières;137;594;80;382;132;580;66;377
48063;Fontans;17;66;9;38;19;58;4;37
48064;Fournels;17;85;14;49;22;88;20;51
48065;Fraissinet-de-Fourques;6;20;3;12;5;20;2;12
48067;Gabriac;8;23;4;13;6;23;1;14
48068;Gabrias;9;50;6;32;12;43;3;31
48069;Gatuzières;4;14;1;10;3;12;0;8
48070;Grandrieu;54;247;38;134;75;197;29;113
48071;Grandvals;8;18;1;8;8;16;1;8
48072;Grèzes;21;70;10;38;21;66;6;39
48073;Les Hermaux;8;21;4;10;7;23;3;12
48074;Hures-la-Parade;16;56;6;37;12;65;6;43
48075;Ispagnac;67;239;23;166;51;255;30;158
48077;Julianges;3;15;1;9;5;11;1;7
48079;Lajo;13;41;8;18;14;33;2;17
48080;Langogne;192;870;209;445;216;782;181;409
48081;Lanuéjols;23;125;10;91;24;107;9;75
48082;Laubert;2;27;4;16;7;29;4;23
48083;Les Laubies;7;47;4;30;14;37;5;25
48085;Laval-du-Tarn;5;21;4;13;5;24;2;17
48086;Luc;19;49;6;25;19;43;3;21
48087;Prinsuéjols-Malbouzon;24;83;8;47;27;68;7;37
48088;La Malène;12;45;7;26;12;37;6;18
48089;Le Malzieu-Forain;30;156;24;99;33;127;11;86
48090;Le Malzieu-Ville;61;187;21;113;53;181;25;95
48091;Marchastel;8;11;2;5;4;18;4;6
48092;Marvejols;351;1361;269;780;312;1361;243;768
48094;Massegros Causses Gorges;60;283;43;167;72;266;35;171
48095;Mende;802;3945;967;2263;715;3915;973;2140
48096;Meyrueis;57;203;23;117;63;194;17;120
48097;Moissac-Vallée-Française;27;64;6;33;24;66;7;31
48098;Molezon;12;21;1;12;8;28;2;14
48099;Bourgs sur Colagne;152;593;88;352;152;625;69;404
48100;Montbel;7;45;7;23;14;36;6;24
48103;Montrodat;82;381;82;214;85;351;59;210
48104;Nasbinals;42;154;25;87;43;158;22;94
48105;Naussac-Fontanes;31;107;12;64;31;115;11;73
48106;Noalhac;12;29;2;16;11;29;2;15
48107;Palhers;14;67;6;37;23;47;5;29
48108;La Panouse;5;23;2;11;9;20;0;14
48110;Paulhac-en-Margeride;10;29;4;13;11;26;4;11
48111;Pelouse;11;76;14;46;16;75;19;45
48112;Pierrefiche;17;56;5;29;23;50;6;27
48115;Le Pompidou;19;50;2;33;15;50;5;26
48116;Pont de Montvert - Sud Mont Lozère;46;174;22;108;45;154;14;94
48117;Pourcharesses;10;42;10;27;6;31;2;19
48119;Prévenchères;30;84;15;39;29;72;5;36
48121;Prunières;17;74;13;36;26;70;12;41
48123;Recoules-d'Aubrac;11;42;8;22;13;30;5;14
48124;Recoules-de-Fumas;9;28;3;16;8;29;1;18
48126;Lachamp-Ribennes;18;115;17;75;23;91;6;67
48127;Monts-de-Randon;80;377;65;218;94;365;50;235
48128;Rimeize;52;188;27;117;44;189;24;113
48129;Rocles;25;67;9;34;24;58;4;29
48130;Rousses;15;35;4;18;13;40;3;21
48131;Le Rozier;6;36;3;21;12;28;1;21
48132;Saint-Alban-sur-Limagnole;112;371;45;212;114;357;39;205
48135;Saint-André-Capcèze;17;55;6;39;10;51;3;31
48136;Saint-André-de-Lancize;20;51;8;26;16;51;5;25
48137;Saint-Bauzile;46;194;38;107;49;184;29;109
48138;Saint-Bonnet-de-Chirac;3;22;0;14;8;24;4;16
48139;Saint Bonnet-Laval;17;117;12;72;33;56;5;34
48140;Saint-Chély-d'Apcher;276;1324;375;672;276;1211;297;637
48141;Mas-Saint-Chély;7;35;6;14;14;26;3;16
48144;Sainte-Croix-Vallée-Française;16;93;13;56;25;69;9;44
48145;Saint-Denis-en-Margeride;9;38;5;18;15;34;4;21
48146;Gorges du Tarn Causses;69;276;37;164;75;249;30;150
48147;Saint-Étienne-du-Valdonnez;33;202;37;134;32;187;26;128
48148;Saint-Étienne-Vallée-Française;48;136;17;67;53;124;9;68
48149;Sainte-Eulalie;5;9;2;3;4;12;2;5
48150;Saint-Flour-de-Mercoire;10;61;13;32;16;62;13;39
48151;Saint-Frézal-d'Albuges;4;18;3;10;5;18;4;10
48152;Ventalon en Cévennes;25;80;6;45;29;64;4;35
48153;Saint-Gal;10;39;9;20;10;25;1;14
48155;Saint-Germain-de-Calberte;35;128;13;75;40;126;13;78
48156;Saint-Germain-du-Teil;53;264;38;144;82;230;40;137
48157;Sainte-Hélène;5;33;3;20;10;32;8;19
48158;Saint-Hilaire-de-Lavit;11;31;1;20;10;30;0;18
48160;Saint-Jean-la-Fouillouse;12;43;3;27;13;36;4;19
48161;Saint-Juéry;3;11;1;5;4;14;2;9
48163;Saint-Julien-des-Points;10;32;5;15;11;26;2;14
48165;Saint-Laurent-de-Muret;5;67;11;43;13;51;7;38
48166;Cans et Cévennes;22;95;22;52;21;83;11;50
48167;Saint-Laurent-de-Veyrès;3;9;2;5;2;9;3;3
48168;Saint-Léger-de-Peyre;10;60;6;41;13;58;10;38
48169;Saint-Léger-du-Malzieu;11;71;11;36;23;47;6;30
48170;Saint-Martin-de-Boubaux;20;65;9;39;17;57;5;32
48171;Saint-Martin-de-Lansuscle;11;61;8;40;13;52;5;36
48173;Saint-Michel-de-Dèze;15;72;11;34;27;58;10;33
48174;Saint-Paul-le-Froid;13;43;9;21;13;38;4;21
48175;Saint-Pierre-de-Nogaret;13;50;7;29;14;44;5;26
48176;Saint-Pierre-des-Tripiers;5;27;6;16;6;28;4;20
48177;Saint-Pierre-le-Vieux;20;87;12;57;18;96;17;60
48178;Saint-Privat-de-Vallongue;23;57;2;29;27;62;3;35
48179;Saint-Privat-du-Fau;10;28;5;16;7;23;2;12
48181;Saint-Saturnin;5;15;2;9;5;15;1;9
48182;Saint-Sauveur-de-Ginestoux;4;21;4;11;6;19;1;14
48185;Les Salelles;12;55;5;36;14;49;6;31
48187;Les Salces;4;25;2;19;4;20;1;15
48188;Serverette;32;68;7;37;24;79;6;41
48190;Termes;21;74;9;43;22;77;15;42
48191;La Tieule;4;33;8;18;6;27;5;17
48192;Trélans;9;28;5;12;10;25;2;13
48193;Vebron;13;70;2;44;23;64;9;41
48194;Vialas;33;105;14;54;36;100;5;62
48198;Villefort;49;152;29;70;52;148;15;83
49002;Allonnes;197;833;155;493;185;888;161;530
49003;Tuffalun;104;525;71;351;103;488;65;319
49007;Angers;8224;49857;16597;26607;6653;55398;19285;27890
49008;Angrie;48;279;54;171;54;263;39;176
49009;Antoigné;29;129;21;87;21;145;20;96
49010;Armaillé;21;107;13;72;22;97;12;63
49011;Artannes-sur-Thouet;38;126;17;74;36;131;18;74
49012;Aubigné-sur-Layon;24;100;12;58;30;97;11;62
49015;Avrillé;1067;4073;757;2331;986;4375;737;2570
49017;Baracé;29;212;44;137;31;195;29;136
49018;Baugé-en-Anjou;838;3233;533;1963;737;3412;519;2055
49020;Beaucouzé;505;1682;330;907;444;1786;324;956
49021;Beaufort-en-Anjou;409;2036;412;1211;413;2029;363;1257
49022;Beaulieu-sur-Layon;80;426;75;267;84;403;60;263
49023;Beaupréau-en-Mauges;1364;7152;1339;4389;1424;6847;1165;4319
49026;Bécon-les-Granits;165;879;173;538;168;865;162;537
49027;Bégrolles-en-Mauges;113;691;135;422;134;645;118;413
49028;Béhuard;14;40;6;21;13;38;5;19
49029;Blaison-Saint-Sulpice;99;375;60;220;95;386;54;232
49030;Blou;60;304;54;188;62;278;45;172
49035;Bouchemaine;485;1795;336;990;469;1855;291;1079
49036;Bouillé-Ménard;33;220;38;142;39;228;46;149
49038;Bourg-l'Évêque;17;79;9;44;26;71;11;43
49041;Brain-sur-Allonnes;140;594;110;355;129;562;91;331
49045;La Breille-les-Pins;63;182;32;113;36;210;27;120
49048;Briollay;232;940;136;604;200;966;144;590
49050;Brissac Loire Aubance;744;3483;671;2106;706;3312;474;2094
49053;Brossay;15;106;17;72;18;94;11;68
49054;Candé;180;767;176;432;159;783;175;428
49055;Cantenay-Épinard;179;706;126;412;168;718;118;421
49056;Carbay;8;86;13;61;12;75;12;55
49057;Cernusson;21;104;13;67;24;90;15;55
49058;Les Cerqueux;52;261;58;161;41;275;56;168
49060;Bellevigne-les-Châteaux;299;1057;169;623;265;1062;150;613
49061;Challain-la-Potherie;49;236;29;151;56;204;27;128
49063;Chalonnes-sur-Loire;415;1880;336;1125;419;1929;340;1175
49064;Chambellay;18;111;13;72;26;115;18;79
49067;Chenillé-Champteussé;21;111;18;63;30;86;11;54
49068;Champtocé-sur-Loire;112;546;103;340;102;559;97;350
49069;Orée d'Anjou;937;5423;921;3506;996;4974;796;3240
49070;Chanteloup-les-Bois;61;212;25;122;65;204;25;119
49076;La Chapelle-Saint-Laud;41;258;35;181;42;268;47;180
49080;Les Hauts-d'Anjou;507;2641;519;1606;517;2581;487;1587
49082;Chaudefonds-sur-Layon;61;288;33;189;67;267;35;171
49086;Terranjou;241;1210;200;757;253;1205;175;789
49089;Chazé-sur-Argos;57;307;45;207;55;293;34;203
49090;Cheffes;59;310;46;206;58;291;41;191
49092;Chemillé-en-Anjou;1317;6752;1295;4149;1308;6265;1036;3912
49099;Cholet;3679;16039;3374;9593;3072;16487;3483;9325
49100;Cizay-la-Madeleine;38;135;16;88;31;159;27;94
49102;Cléré-sur-Layon;29;93;16;53;24;89;6;53
49107;Cornillé-les-Caves;50;138;21;80;37;148;17;81
49109;Coron;93;469;77;291;101;421;72;255
49110;Corzé;124;611;87;392;131;596;87;385
49112;Le Coudray-Macouard;66;252;42;149;62;289;53;170
49113;Courchamps;39;167;27;106;34;156;16;100
49114;Courléon;11;41;11;20;10;37;5;21
49120;Denée;114;442;55;258;129;434;61;258
49121;Dénezé-sous-Doué;23;145;26;90;29;140;22;95
49123;Distré;136;548;94;307;147;563;77;351
49125;Doué-en-Anjou;771;3237;610;1944;683;3279;573;1934
49127;Durtal;189;984;193;575;216;930;150;591
49129;Écouflant;328;1287;249;736;302;1322;217;778
49130;Écuillé;29;213;45;133;35;199;32;138
49131;Épieds;49;242;49;141;52;213;30;134
49132;Étriché;102;505;91;320;94;469;64;303
49135;Feneu;153;663;129;381;153;685;121;410
49138;Les Bois d'Anjou;140;780;138;475;167;756;117;499
49140;Fontevraud-l'Abbaye;103;642;231;322;88;389;99;187
49155;Grez-Neuville;95;489;104;289;96;447;79;273
49160;Ingrandes-le-Fresne-sur-Loire;175;899;156;560;183;867;140;551
49161;La Jaille-Yvon;22;109;18;73;18;99;8;69
49163;Jarzé Villages;146;848;134;554;160;814;139;530
49167;Les Garennes sur Loire;363;1328;228;774;326;1354;180;811
49170;Juvardeil;54;235;43;137;56;250;43;153
49171;La Lande-Chasles;8;43;7;23;13;33;7;18
49174;Huillé-Lézigné;83;438;73;263;102;417;68;265
49176;Le Lion-d'Angers;265;1592;302;1023;266;1556;294;998
49178;Loiré;54;266;45;165;56;253;41;157
49180;Longué-Jumelles;501;1928;360;1066;502;1912;320;1091
49182;Louresse-Rochemenier;50;279;47;180;52;257;38;169
49183;Val d'Erdre-Auxence;268;1510;261;970;279;1472;245;959
49188;Marcé;47;259;57;159;43;269;58;164
49192;Maulévrier;199;968;185;600;183;919;140;580
49193;Le May-sur-Èvre;246;1193;202;728;263;1110;193;671
49194;Mazé-Milon;345;1756;321;1083;352;1767;313;1109
49195;Mazières-en-Mauges;93;375;53;231;91;392;55;244
49200;Longuenée-en-Anjou;419;2015;355;1264;396;2027;360;1248
49201;La Ménitré;136;597;106;361;130;567;88;343
49205;Miré;61;279;49;170;61;283;48;174
49209;Montigné-lès-Rairies;24;125;22;80;23;126;18;83
49211;Montilliers;86;367;69;213;84;341;54;200
49214;Montreuil-Juigné;566;2304;443;1353;507;2470;476;1428
49215;Montreuil-Bellay;250;1087;234;627;227;1084;193;641
49216;Montreuil-sur-Loir;40;187;31;114;41;183;28;114
49217;Montreuil-sur-Maine;40;248;43;149;56;257;42;176
49218;Montrevault-sur-Èvre;996;4916;888;2987;1042;4501;706;2800
49219;Montsoreau;36;108;18;58;32;102;9;58
49220;Morannes sur Sarthe-Daumeray;235;1102;215;658;228;1057;183;639
49221;Mouliherne;53;244;40;138;66;212;31;128
49222;Mozé-sur-Louet;130;618;99;393;126;620;94;395
49223;Mûrs-Erigné;405;1726;356;1014;356;1787;312;1070
49224;Neuillé;63;299;53;181;65;281;37;182
49228;Noyant-Villages;413;1591;288;894;409;1495;242;841
49231;Nuaillé;97;429;81;269;80;433;70;266
49235;Parnay;45;117;12;65;40;120;17;58
49236;Passavant-sur-Layon;13;37;5;22;10;35;7;15
49237;La Pellerine;9;42;7;22;14;34;4;21
49240;La Plaine;64;332;59;212;60;286;37;185
49241;Le Plessis-Grammoire;188;803;135;470;197;819;127;504
49244;Mauges-sur-Loire;1244;5457;973;3242;1242;5228;777;3208
49246;Les Ponts-de-Cé;868;3646;826;2060;760;3820;736;2217
49247;La Possonnière;173;734;117;446;171;762;118;472
49248;Ombrée d'Anjou;574;2625;544;1474;607;2486;468;1444
49253;Le Puy-Notre-Dame;70;330;56;202;72;315;51;194
49257;Les Rairies;76;319;41;189;89;296;43;176
49259;Rochefort-sur-Loire;128;664;94;418;153;663;92;444
49260;La Romagne;117;656;112;430;114;599;92;390
49261;Gennes-Val-de-Loire;561;2361;367;1480;514;2379;344;1473
49262;Rou-Marson;46;186;34;103;49;181;18;116
49266;Saint-Augustin-des-Bois;73;391;63;270;58;394;60;261
49267;Saint-Barthélemy-d'Anjou;706;2600;565;1423;612;2888;535;1647
49269;Saint-Christophe-du-Bois;199;872;164;486;222;862;136;527
49271;Saint-Clément-de-la-Place;118;671;128;436;107;653;88;448
49272;Saint-Clément-des-Levées;73;322;59;188;74;320;56;190
49278;Sainte-Gemmes-sur-Loire;275;1055;191;569;295;1070;191;605
49283;Saint-Georges-sur-Loire;225;1091;158;717;216;1091;163;703
49284;Saint-Germain-des-Prés;96;440;63;292;85;420;61;263
49288;Saint-Jean-de-la-Croix;16;76;9;46;22;76;10;50
49291;Saint-Just-sur-Dive;26;120;22;74;23;112;15;70
49292;Val-du-Layon;182;1069;185;685;199;1028;152;694
49294;Saint-Lambert-la-Potherie;177;866;191;498;178;927;176;574
49298;Saint-Léger-de-Linières;248;1195;220;737;238;1186;185;753
49299;Saint-Léger-sous-Cholet;216;898;130;555;213;914;121;577
49301;Sèvremoine;1506;8229;1461;5212;1557;7729;1294;4929
49302;Saint-Macaire-du-Bois;31;136;20;81;35;129;19;79
49306;Saint-Martin-du-Fouilloux;125;496;92;288;115;548;97;326
49307;Loire-Authion;1119;4970;877;3014;1078;4978;735;3125
49308;Saint-Melaine-sur-Aubance;200;664;110;360;194;709;116;393
49310;Saint-Paul-du-Bois;40;208;31;135;43;161;20;102
49311;Saint-Philbert-du-Peuple;85;388;72;242;74;406;81;240
49323;Verrières-en-Anjou;641;2395;481;1356;558;2423;397;1384
49326;Sarrigné;79;277;42;152;83;292;54;159
49328;Saumur;1920;7412;1479;4257;1676;7805;1579;4306
49329;Savennières;98;412;76;239;96;406;64;244
49330;Sceaux-d'Anjou;61;367;62;240;64;351;53;236
49331;Segré-en-Anjou Bleu;1156;5279;1040;3133;1106;5224;980;3088
49332;La Séguinière;286;1183;167;757;259;1221;165;770
49333;Seiches-sur-le-Loir;176;894;206;531;157;889;151;562
49334;Sermaise;24;118;25;67;25;102;15;63
49336;Somloire;48;264;40;169;56;222;33;141
49338;Soulaines-sur-Aubance;98;420;78;235;107;425;75;251
49339;Soulaire-et-Bourg;109;484;83;281;119;463;70;285
49341;Souzay-Champigny;53;218;43;122;52;209;38;119
49343;La Tessoualle;203;944;188;538;219;906;146;557
49344;Thorigné-d'Anjou;70;381;64;255;62;404;69;265
49345;Bellevigne-en-Layon;345;1752;287;1110;356;1764;304;1115
49347;Tiercé;277;1320;249;779;293;1318;220;821
49352;Toutlemonde;64;419;78;256;85;394;67;263
49353;Trélazé;924;4816;1019;2940;856;4842;963;2956
49355;Trémentines;191;908;146;585;177;916;154;572
49358;Turquant;28;168;34;98;36;174;30;115
49359;Les Ulmes;37;183;30;117;36;183;32;114
49361;Varennes-sur-Loire;124;516;98;309;109;517;83;311
49362;Varrains;101;337;58;184;95;352;42;209
49364;Vaudelnay;68;348;51;219;78;335;46;221
49367;Erdre-en-Anjou;291;1798;335;1161;301;1745;283;1171
49368;Vernantes;118;573;90;357;127;538;78;343
49369;Vernoil-le-Fourrier;100;337;53;194;90;337;40;198
49370;Verrie;34;161;34;84;43;127;15;78
49371;Vezins;116;549;83;356;109;545;105;324
49373;Lys-Haut-Layon;536;2305;390;1371;544;2132;340;1256
49374;Villebernier;102;416;81;236;99;429;70;256
49377;Rives-du-Loir-en-Anjou;353;1696;340;996;360;1751;325;1073
49378;Vivy;144;753;135;454;163;728;116;468
49381;Yzernay;119;556;94;348;114;518;73;327
50002;Agneaux;350;1079;205;592;282;1255;225;680
50003;Agon-Coutainville;273;615;97;276;241;671;72;326
50004;Airel;31;166;32;106;28;157;25;102
50006;Amigny;10;54;9;31;14;49;7;32
50008;Anctoville-sur-Boscq;39;148;19;85;44;137;15;83
50013;Anneville-en-Saire;29;102;16;53;33;101;13;59
50016;Appeville;16;50;6;29;14;52;6;30
50019;Aucey-la-Plaine;35;129;18;74;36;123;22;66
50021;Audouville-la-Hubert;8;24;1;18;5;24;2;14
50022;Aumeville-Lestre;9;33;4;20;8;26;2;15
50023;Auvers;48;234;38;143;53;209;35;126
50024;Auxais;12;52;10;28;14;45;8;26
50025;Avranches;701;2941;679;1648;615;2980;581;1699
50026;Azeville;2;28;6;16;6;22;2;18
50027;Bacilly;68;279;47;173;60;266;25;172
50028;La Baleine;6;31;6;18;7;27;3;18
50029;Barenton;91;316;51;170;95;285;40;153
50030;Barfleur;41;120;19;61;40;112;13;59
50031;Barneville-Carteret;194;500;69;263;169;524;61;269
50032;La Barre-de-Semilly;96;324;51;180;93;322;37;189
50033;Baubigny;13;41;2;24;14;28;1;14
