Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010
27385;Manneville-sur-Risle;485;93;305;87;492;81;326;85
27386;Le Manoir;380;71;261;48;367;63;252;52
27388;Marais-Vernier;168;31;99;38;154;26;101;27
27389;Marbeuf;132;17;85;30;119;19;74;26
27390;Marcilly-la-Campagne;339;44;244;51;322;53;223;46
27391;Marcilly-sur-Eure;522;81;337;104;493;83;314;96
27392;Martagny;43;3;30;9;38;4;23;10
27393;Martainville;114;15;77;22;110;16;71;24
27394;Martot;154;23;98;33;158;31;84;43
27395;Mélicourt;27;3;17;6;30;6;21;2
27396;Ménesqueville;145;25;91;29;130;22;82;26
27397;Ménilles;470;73;292;105;498;70;316;113
27398;Menneval;469;97;259;113;493;79;292;122
27399;Mercey;15;2;10;3;18;0;11;7
27400;Merey;104;14;66;24;98;14;58;26
27401;Le Mesnil-Fuguet;70;15;29;26;63;6;35;22
27403;Le Mesnil-Jourdain;74;14;42;18;85;14;54;17
27404;Mesnil-Rousset;35;5;23;7;29;5;18;6
27405;Mesnil-sous-Vienne;45;8;25;12;37;4;24;9
27406;Mesnil-sur-l'Estrée;327;60;178;90;299;40;182;78
27407;Mesnil-Verclives;89;14;56;18;99;14;66;18
27408;Mézières-en-Vexin;236;37;154;46;217;25;153;40
27410;Miserey;171;23;104;44;182;27;116;38
27411;Moisville;60;8;43;9;56;9;34;13
27412;Terres de Bord;504;72;305;127;469;51;322;96
27413;Montfort-sur-Risle;236;53;127;57;256;30;157;69
27414;Montreuil-l'Argillé;252;41;137;75;242;47;136;60
27415;Morainville-Jouveaux;134;25;72;37;121;16;74;31
27417;Morgny;178;23;116;40;196;26;130;40
27418;Morsan;39;3;27;9;33;5;22;6
27419;Mouettes;248;37;174;37;232;34;151;47
27420;Mouflaines;50;7;33;10;42;5;30;7
27421;Mousseaux-Neuville;214;38;143;34;218;38;144;37
27422;Muids;286;36;180;70;288;43;182;63
27423;Muzy;279;36;185;58;273;35;176;62
27424;Nagel-Séez-Mesnil;109;16;72;21;100;13;59;28
27425;Nassandres sur Risle;750;117;476;158;724;106;458;161
27426;Neaufles-Saint-Martin;381;50;227;104;373;52;229;92
27427;Neaufles-Auvergny;148;24;79;45;131;16;76;39
27428;Le Neubourg;1272;298;731;243;1272;261;758;252
27429;Neuilly;45;4;31;10;47;11;25;10
27430;La Neuve-Grange;91;9;65;17;103;19;71;13
27431;La Neuve-Lyre;186;30;110;45;178;29;103;45
27432;La Neuville-du-Bosc;200;27;139;34;189;30;123;36
27433;Neuville-sur-Authou;66;8;46;11;62;5;45;11
27434;Noards;16;1;11;4;17;0;12;5
27435;La Noë-Poulain;62;7;37;18;62;11;41;10
27436;Nogent-le-Sec;138;16;94;28;127;15;91;21
27437;Nojeon-en-Vexin;114;19;76;19;103;16;71;16
27438;Nonancourt;743;145;456;142;766;148;482;136
27439;Normanville;369;70;202;96;361;48;203;110
27440;Notre-Dame-de-l'Isle;230;33;144;53;234;28;145;61
27441;Notre-Dame-d'Épine;30;4;21;5;22;4;13;5
27442;Notre-Dame-du-Hamel;61;6;41;14;69;6;40;23
27444;Le Noyer-en-Ouche;67;6;39;22;55;6;28;21
27445;Noyers;88;8;50;30;72;6;46;20
27446;Ormes;153;24;100;29;150;22;99;29
27447;Le Val-Doré;275;33;163;79;291;44;181;65
27448;Pacy-sur-Eure;1561;296;956;308;1676;336;1007;332
27451;Parville;97;13;47;37;95;9;57;29
27453;Perriers-sur-Andelle;573;103;370;99;563;115;352;96
27454;Perruel;170;37;106;27;144;21;101;22
27455;Piencourt;54;5;36;12;49;7;32;9
27456;Pinterville;263;40;152;71;258;38;161;59
27457;Piseux;214;34;145;36;203;25;139;40
27458;Pîtres;731;120;465;146;727;122;468;137
27459;Les Places;27;5;16;6;21;4;13;4
27460;Plainville;61;7;40;14;62;11;41;10
27462;Le Planquay;51;5;35;12;46;5;33;9
27463;Plasnes;230;35;138;56;218;25;133;59
27464;Le Plessis-Grohan;254;40;152;62;275;52;165;57
27465;Le Plessis-Hébert;126;17;67;42;144;18;91;35
27466;Le Plessis-Sainte-Opportune;92;13;63;16;92;14;57;21
27467;Pont-Audemer;3046;701;1835;510;3422;714;2036;672
27468;Pont-Authou;200;43;121;35;208;35;127;45
27469;Pont-de-l'Arche;1237;212;836;188;1358;246;914;198
27470;Pont-Saint-Pierre;372;78;234;60;337;57;226;54
27471;Porte-de-Seine;63;5;40;18;71;6;42;23
27472;Portes;106;20;65;21;82;9;60;13
27473;Port-Mort;336;60;182;94;318;38;184;97
27474;Poses;400;87;236;76;372;65;228;78
27475;La Poterie-Mathieu;51;6;34;11;43;3;28;12
27476;Les Préaux;147;25;93;29;138;10;95;33
27477;Pressagny-l'Orgueilleux;243;36;134;73;231;29;128;74
27478;Prey;279;42;177;60;283;31;177;75
27480;Puchay;170;21;121;29;168;21;114;33
27481;Pullay;116;9;80;28;126;26;73;27
27482;La Pyle;58;10;38;10;49;5;32;12
27483;Quatremare;133;26;76;30;128;19;76;32
27485;Quillebeuf-sur-Seine;334;68;200;65;327;69;200;57
27486;Quittebeuf;207;34;137;36;195;20;137;38
27487;Radepont;265;36;160;69;253;49;155;48
27488;Renneville;87;12;55;20;73;11;46;16
27489;Reuilly;187;43;109;35;191;32;115;44
27490;Richeville;91;14;62;15;84;12;60;12
27492;Romilly-la-Puthenaye;93;12;53;28;100;20;57;23
27493;Romilly-sur-Andelle;870;144;559;166;933;155;591;187
27495;La Roquette;73;6;42;24;74;7;44;22
27496;Rosay-sur-Lieure;175;24;120;32;183;31;118;35
27497;Rougemontiers;294;34;198;62;292;44;188;60
27498;Rouge-Perriers;93;12;70;11;98;16;63;19
27500;Routot;410;62;297;51;419;76;286;57
27501;Rouvray;88;12;68;9;92;12;71;9
27502;Rugles;686;115;398;173;687;100;417;171
27504;Sacquenville;363;62;239;63;352;52;255;45
27505;Saint-Agnan-de-Cernières;37;7;14;16;42;9;21;12
27507;Saint-André-de-l'Eure;1069;181;665;223;1060;168;666;226
27508;Saint-Antonin-de-Sommaire;55;6;35;14;53;6;35;12
27511;Saint-Aubin-d'Écrosville;207;22;138;47;202;20;139;43
27512;Saint-Aubin-de-Scellon;108;15;63;29;124;22;67;34
27514;Saint-Aubin-du-Thenney;102;16;60;26;100;18;60;22
27516;Treis-Sants-en-Ouche;449;71;265;113;449;51;267;131
27517;Saint-Aubin-sur-Gaillon;567;88;358;121;576;82;376;117
27518;Saint-Aubin-sur-Quillebeuf;209;32;135;43;197;33;124;40
27520;Saint-Benoît-des-Ombres;39;2;19;18;41;7;19;15
27521;Saint-Christophe-sur-Avre;47;11;27;9;46;8;25;13
27522;Saint-Christophe-sur-Condé;134;16;86;32;131;16;89;26
27524;Sainte-Colombe-la-Commanderie;224;31;152;41;221;28;148;45
27525;Sainte-Colombe-près-Vernon;100;14;60;26;100;8;63;30
27527;Saint-Cyr-de-Salerne;74;12;43;18;72;9;43;19
27528;Le Vaudreuil;1160;212;694;254;1258;209;779;270
27529;Saint-Cyr-la-Campagne;118;8;81;29;126;20;77;29
27530;Saint-Denis-d'Augerons;33;5;19;9;27;4;15;8
27531;Saint-Denis-des-Monts;81;12;51;18;76;11;49;16
27533;Saint-Denis-le-Ferment;170;30;99;41;183;37;111;35
27534;Saint-Didier-des-Bois;293;42;182;69;281;29;179;73
27535;Saint-Élier;147;19;84;44;153;14;96;43
27536;Saint-Éloi-de-Fourques;154;15;108;31;156;22;104;31
27537;Saint-Étienne-du-Vauvray;241;35;163;42;238;31;158;49
27538;Saint-Étienne-l'Allier;159;23;107;29;162;25;104;33
27539;Saint-Étienne-sous-Bailleul;132;20;85;27;134;22;87;24
27540;Sainte-Geneviève-lès-Gasny;222;37;133;51;220;37;131;51
27541;Le Mesnil-Saint-Jean;61;5;39;18;55;8;34;13
27542;Saint-Georges-du-Vièvre;246;41;151;55;233;33;141;59
27543;Saint-Georges-Motel;331;52;207;72;318;38;210;70
27544;Saint-Germain-de-Fresney;68;6;44;18;66;9;44;13
27545;Saint-Germain-de-Pasquier;49;7;27;15;46;9;27;10
27546;Saint-Germain-des-Angles;77;21;42;15;61;6;37;18
27547;Saint-Germain-la-Campagne;261;40;171;50;263;40;172;51
27548;Saint-Germain-sur-Avre;433;83;253;97;414;58;279;78
27550;Saint-Grégoire-du-Vièvre;110;18;64;28;108;17;67;24
27552;Saint-Jean-du-Thenney;74;13;39;22;61;7;44;11
27553;Saint-Julien-de-la-Liègue;178;22;110;46;168;19;104;45
27554;La Chapelle-Longueville;1147;217;706;225;1143;186;720;237
27555;Saint-Laurent-des-Bois;73;11;47;15;72;9;47;16
27556;Saint-Laurent-du-Tencement;14;2;10;2;15;3;9;3
27557;Saint-Léger-de-Rôtes;149;22;88;39;126;14;75;37
27558;Saint-Léger-du-Gennetey;49;6;36;7;49;10;33;6
27560;Saint-Luc;77;5;42;30;97;18;51;28
27561;Saint-Maclou;191;24;116;50;187;18;119;49
27562;Saint-Marcel;1587;305;968;314;1578;280;978;320
27563;Saint-Mards-de-Blacarville;270;35;159;76;256;34;158;64
27564;Saint-Mards-de-Fresne;120;21;74;26;113;18;74;22
27565;Le Lesme;197;25;142;31;203;31;143;30
27567;Sainte-Marie-de-Vatimesnil;84;11;52;21;84;12;54;18
27568;Sainte-Marthe;156;21;99;36;152;19;102;31
27569;Saint-Martin-du-Tilleul;79;12;45;22;79;16;50;13
27570;Saint-Martin-la-Campagne;30;4;21;5;30;7;19;4
27571;Saint-Martin-Saint-Firmin;82;7;58;17;80;5;60;14
27572;Saint-Meslin-du-Bosc;81;15;56;10;74;9;56;8
27576;Sainte-Opportune-du-Bosc;224;29;166;28;203;24;149;30
27577;Sainte-Opportune-la-Mare;137;17;84;37;135;14;91;30
27578;Sainte-Marie-d'Attez;166;18;107;41;165;24;107;33
27579;Saint-Ouen-de-Pontcheuil;31;3;19;9;30;4;17;9
27580;Saint-Ouen-de-Thouberville;738;118;486;135;724;103;485;137
27582;Saint-Ouen-du-Tilleul;471;63;268;139;465;58;283;123
27584;Saint-Paul-de-Fourques;97;12;71;13;88;6;70;12
27586;Saint-Philbert-sur-Boissey;57;7;38;12;55;9;32;15
27587;Saint-Philbert-sur-Risle;241;35;144;63;253;46;149;58
27589;Saint-Pierre-de-Bailleul;342;55;209;78;337;54;213;70
27590;Saint-Pierre-de-Cernières;70;7;43;19;70;10;42;18
27591;Saint-Pierre-de-Cormeilles;199;30;120;49;198;28;128;42
27592;Saint-Pierre-de-Salerne;88;11;62;14;84;14;58;11
27593;Saint-Pierre-des-Fleurs;435;75;243;117;441;63;259;119
27594;Saint-Pierre-des-Ifs;94;15;58;21;74;12;50;12
27595;Saint-Pierre-du-Bosguérard;312;48;186;77;317;48;203;65
27597;Saint-Pierre-du-Val;180;38;107;36;167;20;117;29
27598;Saint-Pierre-du-Vauvray;446;89;284;72;436;71;280;84
27599;Saint-Pierre-la-Garenne;315;49;189;77;297;43;176;79
27601;Saint-Samson-de-la-Roque;143;15;90;38;115;13;78;24
27602;Saint-Sébastien-de-Morsent;1395;251;830;313;1532;249;902;380
27603;Saint-Siméon;116;12;84;20;100;13;70;16
27604;Saint-Sulpice-de-Grimbouville;63;5;38;20;60;5;35;20
27605;Saint-Sylvestre-de-Cormeilles;60;11;30;19;67;13;36;18
27606;Saint-Symphorien;139;20;77;42;138;24;81;33
27608;Saint-Victor-de-Chrétienville;155;24;103;28;151;20;105;26
27609;Saint-Victor-d'Épine;108;13;70;25;90;6;58;26
27610;Saint-Victor-sur-Avre;22;5;13;4;15;1;11;3
27611;Saint-Vigor;95;11;64;20;112;16;74;22
27612;Saint-Vincent-des-Bois;104;17;66;21;104;11;61;31
27613;Saint-Vincent-du-Boulay;103;14;71;19;100;19;67;14
27614;Sancourt;51;10;35;6;57;11;39;7
27615;Sassey;60;10;35;15;61;8;39;14
27616;La Saussaye;620;109;375;136;623;107;389;127
27617;Saussay-la-Campagne;158;26;100;32;154;28;95;31
27618;Sébécourt;151;22;112;17;141;20;100;21
27620;Selles;155;20;96;38;133;12;91;30
27621;Serez;49;7;34;7;50;11;28;10
27622;Serquigny;608;116;352;140;650;115;388;147
27623;Surtauville;143;20;99;23;140;17;101;21
27624;Surville;313;43;202;68;313;33;216;64
27625;Suzay;88;12;63;13;76;7;57;12
27627;Le Theil-Nolent;74;14;46;14;72;15;43;14
27629;Thiberville;502;90;315;97;523;85;306;133
27630;Thibouville;96;15;66;15;90;13;64;13
27631;Thierville;101;13;65;23;97;6;64;26
27632;Le Thil;143;27;94;22;133;18;92;23
27633;Les Thilliers-en-Vexin;174;39;98;37;163;37;98;28
27635;Le Thuit;48;7;33;8;46;13;30;3
27638;Le Thuit de l'Oison;1076;170;644;262;1079;135;671;272
27640;Tilleul-Dame-Agnès;68;8;47;13;65;8;44;13
27641;Le Tilleul-Lambert;70;12;45;13;66;9;49;7
27643;Tillières-sur-Avre;359;69;208;82;368;56;235;77
27644;Tilly;188;36;112;40;191;36;115;40
27645;Tocqueville;44;4;31;9;42;4;31;7
27646;Le Torpt;113;12;81;19;109;15;78;16
27649;Touffreville;109;17;65;27;97;14;62;22
27650;Tournedos-Bois-Hubert;137;19;93;25;130;14;95;21
27652;Tourneville;123;22;79;22;118;19;77;22
27654;Tourville-la-Campagne;338;55;220;63;303;47;205;51
27655;Tourville-sur-Pont-Audemer;255;64;146;45;242;53;135;53
27656;Toutainville;419;59;266;94;402;56;260;86
27658;Le Tremblay-Omonville;99;16;60;23;102;14;66;21
27659;La Trinité;37;6;22;9;35;3;22;10
27660;La Trinité-de-Réville;97;12;56;28;70;8;44;18
27661;La Trinité-de-Thouberville;163;43;95;25;140;18;96;26
27662;Triqueville;107;9;72;26;104;11;65;28
27663;Le Troncq;53;6;34;13;47;5;30;12
27664;Le Tronquay;163;23;103;36;155;21;103;30
27665;Trouville-la-Haule;269;39;161;69;242;31;152;59
27666;La Vacherie;182;16;136;30;182;22;129;31
27667;Valailles;114;15;71;29;108;10;69;30
27668;Le Val-David;247;39;142;66;264;47;161;56
27669;Valletot;105;15;71;20;102;13;69;21
27670;Vandrimare;360;68;233;58;345;61;228;55
27671;Vannecrocq;43;6;31;6;47;7;32;8
27672;Vascœuil;102;13;64;24;118;20;65;33
27673;Vatteville;62;6;43;13;66;14;40;12
27674;Vaux-sur-Eure;88;13;60;14;81;12;55;13
27676;Les Trois Lacs;550;76;336;137;537;75;338;125
27677;Venon;106;18;67;22;97;10;66;21
27678;Les Ventes;370;53;229;88;358;40;226;91
27679;Verneuil d'Avre et d'Iton;2128;417;1260;452;2376;429;1403;544
27680;Verneusses;66;8;39;19;63;10;33;20
27681;Vernon;7946;1561;4986;1399;8153;1660;5106;1386
27682;Vesly;235;49;143;43;209;35;148;26
27683;Vézillon;77;14;50;13;72;13;49;10
27684;Le Vieil-Évreux;261;44;164;52;263;47;158;57
27685;La Vieille-Lyre;210;31;128;51;188;31;119;38
27686;Vieux-Port;19;0;14;6;16;1;13;3
27689;Villegats;120;19;82;18;108;14;80;13
27690;Villers-en-Vexin;88;13;51;24;96;20;52;24
27691;Villers-sur-le-Roule;215;35;140;39;233;34;151;47
27692;Villettes;61;9;43;10;59;10;39;11
27693;Sylvains-Lès-Moulins;412;54;277;81;408;51;286;71
27694;Villez-sous-Bailleul;110;27;60;22;98;12;71;14
27695;Villez-sur-le-Neubourg;99;14;67;17;90;18;56;15
27696;Villiers-en-Désœuvre;306;60;182;64;292;48;195;49
27697;Vironvay;108;13;69;26;100;14;63;23
27698;Vitot;153;16;93;44;168;22;105;41
27699;Voiscreville;46;6;29;11;37;5;23;8
27700;Vraiville;197;34;127;36;187;25;129;32
27701;Val-de-Reuil;4853;1299;2920;634;4473;1183;2713;577
28001;Abondant;690;140;431;120;647;95;446;106
28003;Allainville;52;11;29;12;53;14;31;8
28004;Allonnes;100;10;73;17;116;22;79;15
28005;Alluyes;232;30;151;51;239;36;155;48
28006;Amilly;627;91;345;191;643;88;378;177
28007;Anet;744;121;442;181;821;137;489;195
28008;Ardelles;69;7;50;11;78;8;57;12
28009;Ardelu;27;5;15;7;20;3;12;5
28010;Argenvilliers;122;23;71;28;107;17;69;21
28012;Vald'Yerre;1192;217;696;279;1040;168;626;247
28013;Aunay-sous-Auneau;478;86;289;103;432;54;288;90
28014;Aunay-sous-Crécy;194;25;120;49;188;26;108;54
28015;Auneau-Bleury-Saint-Symphorien;1816;333;1193;290;1776;298;1202;275
28016;Les Autels-Villevillon;57;6;35;16;43;3;30;10
28018;Authon-du-Perche;459;78;291;90;421;70;253;98
28019;Baigneaux;74;15;53;6;62;7;46;9
28021;Bailleau-le-Pin;478;73;322;82;477;76;313;87
28022;Bailleau-l'Évêque;416;53;264;98;385;50;265;70
28023;Bailleau-Armenonville;462;74;312;76;440;67;285;88
28024;Barjouville;529;106;303;119;520;87;323;110
28025;Barmainville;34;3;29;2;36;5;28;3
28026;Baudreville;94;20;62;13;92;12;60;21
28027;La Bazoche-Gouet;348;52;192;104;319;42;184;93
28028;Bazoches-en-Dunois;76;11;51;14;78;13;50;15
28029;Bazoches-les-Hautes;101;13;68;20;93;6;64;23
28030;Beauche;110;23;56;31;98;8;56;34
28031;Beaumont-les-Autels;137;16;89;32;145;31;82;32
28032;Beauvilliers;115;19;78;18;102;16;76;11
28033;Belhomert-Guéhouville;275;52;164;58;267;51;170;46
28034;Berchères-Saint-Germain;263;35;171;57;226;20;156;50
28035;Berchères-les-Pierres;327;47;193;87;329;48;210;71
28036;Berchères-sur-Vesgre;246;32;164;50;265;35;166;64
28037;Bérou-la-Mulotière;105;7;78;21;111;12;73;27
28038;Béthonvilliers;50;8;27;15;43;4;24;15
28039;Béville-le-Comte;458;72;308;77;459;73;304;81
28040;Billancelles;108;19;68;20;85;11;61;12
28041;Blandainville;58;2;41;16;64;3;38;23
28045;Boissy-en-Drouais;89;24;48;17;80;11;55;14
28046;Boissy-lès-Perche;168;23;96;49;173;20;107;46
28047;Boisville-la-Saint-Père;243;35;157;51;231;36;149;46
28048;La Bourdinière-Saint-Loup;175;20;121;34;175;17;122;36
28049;Boncé;79;9;59;11;81;11;54;16
28050;Boncourt;92;15;58;19;97;11;64;22
28051;Bonneval;1383;192;870;320;1332;207;791;333
28052;Bouglainval;254;36;149;69;258;34;156;68
28053;Le Boullay-les-Deux-Églises;94;13;57;24;79;4;55;20
28054;Le Boullay-Mivoye;137;21;88;28;146;25;92;29
28055;Le Boullay-Thierry;190;28;124;38;187;23;132;32
28056;Boutigny-Prouais;622;104;391;127;585;83;392;110
28057;Bouville;175;20;121;34;163;29;109;25
28058;Bréchamps;104;13;66;25;112;15;70;27
28059;Brezolles;514;118;320;76;526;92;335;99
28060;Briconville;40;9;28;4;42;7;31;5
28061;Brou;925;169;516;240;945;157;525;263
28062;Broué;322;70;200;52;299;49;192;58
28064;Bû;598;98;362;138;605;94;392;119
28065;Bullainville;39;3;23;13;38;11;20;7
28067;Cernay;22;1;17;4;28;7;18;3
28068;Challet;148;23;100;24;140;30;95;16
28070;Champhol;1121;209;682;230;1144;195;717;233
28071;Champrond-en-Gâtine;172;22;117;33;160;19;109;32
28072;Champrond-en-Perchet;123;11;59;53;122;10;64;48
28073;Champseru;106;15;67;23;98;10;60;27
28074;La Chapelle-d'Aunainville;94;19;62;13;98;16;71;11
28075;La Chapelle-du-Noyer;336;65;175;96;321;44;193;84
28076;La Chapelle-Forainvilliers;59;13;36;10;58;9;41;8
28077;La Chapelle-Fortin;57;9;37;11;58;4;40;14
28078;Chapelle-Guillaume;70;12;44;14;64;12;34;18
28079;Chapelle-Royale;108;26;50;31;102;16;58;27
28080;Charbonnières;81;9;52;19;80;7;51;21
28081;Charonville;94;14;67;13;81;7;57;17
28082;Charpont;202;41;120;41;182;25;121;36
28084;Chartainvilliers;249;40;154;56;254;35;160;60
28085;Chartres;12319;2551;7547;2221;13087;2707;7769;2611
28086;Chassant;99;12;61;26;95;15;53;27
28087;Châtaincourt;78;9;49;20;69;6;41;22
28088;Châteaudun;4388;974;2638;776;3811;674;2307;831
28089;Châteauneuf-en-Thymerais;740;148;456;136;811;170;474;167
28090;Les Châtelets;32;5;17;10;34;6;23;5
28091;Les Châtelliers-Notre-Dame;37;4;27;6;44;8;28;8
28092;Châtenay;78;5;57;16;72;10;51;10
28094;Chaudon;522;88;337;97;533;85;337;111
28095;Chauffours;97;16;62;19;88;12;55;21
28096;La Chaussée-d'Ivry;348;62;197;89;333;40;226;67
28098;Cherisy;567;91;360;116;589;74;383;132
28099;Chuisnes;369;61;236;72;346;56;222;68
28100;Cintray;146;27;89;29;149;22;97;29
28102;Clévilliers;245;43;163;40;241;41;168;33
28103;Cloyes-les-Trois-Rivières;1697;269;1006;422;1670;224;1029;418
28104;Coltainville;327;53;217;56;305;39;219;47
28105;Combres;172;24;99;49;152;17;102;33
28106;Conie-Molitard;139;13;89;37;114;9;74;31
28107;Corancez;155;32;87;36;144;20;89;36
28108;Cormainville;60;9;37;14;63;6;45;12
28109;Les Corvées-les-Yys;98;11;71;16;92;8;72;12
28110;Le Coudray;1352;264;877;211;1428;243;991;194
28111;Coudray-au-Perche;129;15;86;28;128;30;70;28
28113;Coulombs;469;63;290;116;466;57;303;106
28114;Courbehaye;36;5;22;9;35;3;24;8
28116;Courville-sur-Eure;848;148;517;183;886;153;556;177
28117;Crécy-Couvé;93;11;63;20;90;12;59;20
28118;Croisilles;166;27;97;43;155;29;91;35
28119;La Croix-du-Perche;70;11;48;11;61;11;38;12
28120;Crucey-Villages;172;32;99;41;146;20;97;29
28121;Dambron;35;5;23;7;22;2;14;6
28122;Dammarie;529;85;339;106;513;66;341;106
28123;Dampierre-sous-Brou;162;26;93;43;139;6;98;35
28124;Dampierre-sur-Avre;252;48;151;53;213;30;134;49
28126;Dancy;65;11;42;12;64;13;39;12
28127;Dangeau;426;63;276;88;379;57;244;78
28128;Dangers;139;21;94;24;140;20;93;27
28129;Denonville;257;37;181;38;244;36;176;31
28130;Digny;327;41;228;58;333;59;207;67
28132;Donnemain-Saint-Mamès;247;37;152;58;214;23;148;43
28134;Dreux;9393;2182;5626;1585;10354;2268;6319;1767
28135;Droue-sur-Drouette;419;74;253;93;431;68;266;97
28136;Écluzelles;52;6;29;17;53;8;34;12
28137;Écrosnes;270;45;180;45;246;29;161;56
28139;Épeautrolles;57;10;40;7;59;9;43;7
28140;Épernon;1858;364;1193;301;1876;347;1220;308
28141;Ermenonville-la-Grande;108;15;77;17;106;18;72;17
28142;Ermenonville-la-Petite;60;8;39;13;51;4;37;10
28143;Escorpain;86;18;61;7;83;12;59;12
28144;Les Étilleux;77;13;54;10;72;18;43;12
28146;Faverolles;293;47;189;57;301;37;208;56
28147;Favières;174;30;118;26;157;21;110;27
28148;Le Favril;106;16;69;21;99;14;63;22
28149;La Ferté-Vidame;223;34;143;46;216;42;133;41
28151;Fessanvilliers-Mattanvilliers;61;13;38;9;56;11;36;8
28153;Flacey;81;12;52;16;72;11;47;13
28154;Fontaine-la-Guyon;455;68;315;72;475;70;323;82
28155;Fontaine-les-Ribouts;76;16;46;14;72;11;46;15
28156;Fontaine-Simon;282;35;190;58;301;45;201;55
28157;Fontenay-sur-Conie;48;7;29;12;49;8;29;11
28158;Fontenay-sur-Eure;283;42;170;71;287;45;176;66
28159;La Framboisière;95;8;61;26;95;9;59;27
28160;Francourville;273;47;172;54;264;37;179;47
28161;Frazé;143;13;98;32;141;20;90;31
28162;Fresnay-le-Comte;117;23;74;20;107;18;73;16
28163;Fresnay-le-Gilmert;71;13;46;13;64;8;41;16
28164;Fresnay-l'Évêque;236;40;151;45;212;35;144;33
28166;Friaize;75;9;57;9;77;14;54;9
28167;Fruncé;123;12;82;29;106;11;76;19
28168;Gallardon;1114;197;735;182;1125;202;747;176
28169;Garancières-en-Beauce;78;13;46;19;80;7;51;22
28170;Garancières-en-Drouais;102;16;63;23;96;14;63;19
28171;Garnay;317;53;149;115;309;39;164;106
28172;Gas;260;29;164;67;255;29;153;73
28173;Gasville-Oisème;372;46;237;89;392;52;241;99
28175;La Gaudaine;61;8;36;16;58;10;37;10
28176;Le Gault-Saint-Denis;217;32;142;42;200;19;144;37
28177;Gellainville;181;28;119;35;159;17;110;32
28178;Germainville;107;14;73;19;94;11;64;18
28180;Gilles;206;35;129;42;195;24;132;39
28182;Gohory;107;12;75;20;114;20;79;15
28183;Gommerville;211;23;159;29;190;24;140;27
28184;Gouillons;118;21;77;20;106;18;73;15
28185;Goussainville;396;74;255;67;388;66;256;66
28187;Guainville;244;27;162;54;230;30;162;38
28188;Le Gué-de-Longroi;268;32;196;40;261;36;179;46
28189;Guilleville;61;7;41;13;52;10;36;7
28190;Guillonville;155;22;107;26;133;24;80;29
28191;Hanches;880;155;570;156;896;144;590;163
28192;Happonvilliers;97;13;66;18;98;11;68;19
28193;Havelu;43;12;26;5;39;10;21;8
28194;Houville-la-Branche;178;34;106;38;157;22;106;29
28195;Houx;286;54;183;50;259;38;178;44
28196;Illiers-Combray;966;156;594;216;984;166;583;235
28197;Intréville;44;5;35;4;38;4;27;7
28198;Jallans;253;40;152;60;254;38;158;58
28199;Janville-en-Beauce;753;128;489;136;760;140;479;140
28200;Jaudrais;123;20;76;26;112;16;74;21
28201;Jouy;594;86;370;137;598;81;383;133
28202;Lamblore;128;17;71;40;117;17;63;37
28203;Landelles;184;36;111;38;189;24;120;45
28206;Laons;249;41;157;51;223;32;140;51
28207;Léthuin;76;9;53;14;69;14;47;8
28208;Levainville;138;25;96;17;135;15;96;24
28209;Lèves;1881;327;1209;345;1926;332;1227;367
28210;Levesville-la-Chenard;73;13;48;13;61;9;39;14
28211;Logron;179;18;119;42;180;24;120;36
28212;Loigny-la-Bataille;85;15;51;18;69;5;50;13
28213;Lormaye;196;40;115;41;221;42;133;46
28214;La Loupe;899;183;528;189;986;208;570;208
28215;Louville-la-Chenard;93;12;62;19;82;7;59;16
28216;Louvilliers-en-Drouais;70;10;40;20;64;5;34;25
28217;Louvilliers-lès-Perche;57;10;35;12;53;7;35;11
28218;Lucé;5168;1026;3114;1028;5598;1018;3453;1127
28219;Luigny;133;18;74;41;123;16;70;37
28220;Luisant;2073;400;1225;448;2236;362;1381;493
28221;Lumeau;65;12;38;15;51;6;38;7
28222;Luplanté;116;18;78;19;128;21;90;16
28223;Luray;493;96;296;101;487;89;313;85
28225;Magny;222;29;163;30;210;31;143;36
28226;Maillebois;314;45;206;63;301;44;190;66
28227;Maintenon;1459;264;887;307;1422;233;879;309
28229;Mainvilliers;3294;703;1948;643;3537;738;2129;670
28230;Maisons;104;14;80;10;108;19;79;10
28231;La Mancelière;58;11;37;10;50;5;43;2
28232;Manou;178;37;105;36;157;25;104;28
28233;Marboué;369;39;232;98;338;46;210;82
28234;Marchéville;156;19;106;31;146;18;107;20
28235;Marchezais;98;11;69;19;109;17;73;19
28236;Arcisses;678;105;399;175;666;93;395;177
28237;Marolles-les-Buis;82;10;59;13;67;10;46;10
28239;Marville-Moutiers-Brûlé;313;53;186;74;287;32;186;69
28240;Meaucé;178;20;109;50;167;19;108;41
28242;Méréglise;31;5;18;8;28;3;18;7
28243;Mérouville;81;17;49;15;65;6;49;10
