Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Taux de natalité annuel moyen 2015-2021;Taux de mortalité annuel moyen 2015-2021;Part des pers. âgées de - 15 ans 2021;Nb de pers. âgées de - de 25 ans 2021;Part des pers. âgées de - de 25 ans 2021;Nb de pers. âgées de 25 à 64 ans 2021;Part des pers. âgées de 25 à 64 ans 2021;Nb de pers. âgées de 65 ans ou + 2021;Part des pers. âgées de 65 ans ou + 2021;Nb de pers. âgées  de 75 ans ou plus 2021;Part des pers. âgées de 75 ans ou + 2021;Nb de pers. âgées de 80 ans ou + 2021;Part des pers. âgées de 80 ans ou + 2021
56028;Caden;8.6;10.3;16.6;392;24.8;776;49.1;411;26;156;9.9;106;6.7
56029;Calan;15.1;5.2;23.5;419;33.3;693;55.1;145;11.5;53;4.2;23;1.8
56030;Camoël;7.7;9;15.3;249;22.2;571;50.9;301;26.9;97;8.7;42;3.7
56031;Camors;9.5;7.7;20.5;856;27.6;1588;51.2;655;21.2;277;8.9;160;5.1
56032;Campénéac;10.6;9.7;20.4;544;28.8;1010;53.4;336;17.8;141;7.5;85;4.5
56033;Carentoir;8.3;15.4;14;638;21;1519;49.9;887;29.1;464;15.3;331;10.9
56034;Carnac;5.5;14.1;9;633;15;1784;42.2;1806;42.8;914;21.7;557;13.2
56035;Caro;9.5;10;17.9;301;26.4;597;52.5;240;21.1;114;10;65;5.7
56036;Caudan;8.2;14.4;16.3;1831;25.9;3508;49.6;1735;24.5;798;11.3;506;7.2
56039;La Chapelle-Neuve;12.7;7.7;21.6;304;30.8;519;52.5;166;16.7;72;7.3;52;5.3
56040;Cléguer;9.3;8.6;18;944;28.2;1673;50;731;21.8;290;8.7;148;4.4
56041;Cléguérec;8.1;15.9;16.9;731;25.7;1370;48.3;738;26;366;12.9;259;9.1
56042;Colpo;9.6;10;16.9;626;28;1122;50.2;489;21.9;215;9.6;126;5.6
56043;Concoret;9;11.9;17.4;193;25.4;389;51.4;176;23.2;100;13.2;75;9.9
56044;Cournon;7.9;8.1;18.2;214;26.7;412;51.4;176;21.9;68;8.5;48;6
56045;Le Cours;13.2;7;21.1;210;31.1;375;55.5;90;13.4;31;4.6;21;3.1
56046;Crach;6.6;12.6;12.5;688;20.1;1597;46.7;1138;33.3;468;13.7;286;8.4
56047;Crédin;5.8;21.4;15.7;421;28.1;684;45.7;393;26.2;222;14.8;169;11.3
56048;Le Croisty;8.1;18.4;14.2;165;22.6;350;47.8;217;29.6;109;14.8;76;10.3
56050;La Croix-Helléan;11.8;8.8;20;257;29.5;444;51;169;19.5;80;9.2;52;6
56051;Cruguel;8.7;7.4;16.7;183;27.7;314;47.7;162;24.6;61;9.3;34;5.1
56052;Damgan;3;16.7;6.3;202;10.5;629;32.8;1086;56.6;423;22.1;251;13.1
56053;Elven;12.3;8.8;22.9;2092;32.5;3301;51.3;1043;16.2;516;8;336;5.2
56054;Erdeven;7.9;9.6;14.8;891;22.4;1950;49.1;1133;28.5;439;11;270;6.8
56055;Étel;3.9;23.7;9.5;334;16.3;847;41.2;874;42.5;461;22.5;304;14.8
56056;Évriguet;15.3;7.2;14.6;40;19.1;99;47.7;69;33.2;29;14.1;20;9.5
56057;Le Faouët;5.6;25.3;12.5;566;20.1;1229;43.8;1014;36.1;577;20.6;418;14.9
56058;Férel;10;12;18.9;907;26.6;1707;50.2;790;23.2;312;9.2;207;6.1
56060;Les Fougerêts;4.3;12.9;17;231;24.3;477;50.4;240;25.3;109;11.5;75;8
56061;La Gacilly;8.3;14;15.9;973;24.4;1936;48.5;1085;27.2;477;11.9;327;8.2
56062;Gâvres;4.1;22;7.9;89;13.1;298;43.8;293;43.1;160;23.5;109;16
56063;Gestel;7.4;6.6;15.8;705;27.2;1366;52.7;521;20.1;137;5.3;74;2.9
56065;Gourhel;9.9;4.3;19.4;226;30.7;367;49.7;144;19.5;49;6.6;21;2.9
56066;Gourin;6.5;17.1;12.6;822;21.5;1781;46.6;1220;31.9;577;15.1;350;9.2
56067;Grand-Champ;9.9;10.6;20.2;1734;30;3031;52.4;1017;17.6;464;8;320;5.5
56068;La Grée-Saint-Laurent;8.6;12.2;14.1;82;26.3;141;45;89;28.7;55;17.6;32;10.1
56069;Groix;4.6;21.4;9.2;345;15.1;963;42.2;973;42.7;464;20.3;264;11.6
56070;Guégon;8.6;12.1;15.1;536;23.8;1108;49.2;607;27;283;12.6;192;8.5
56071;Guéhenno;7.3;7.3;16.2;181;22.8;411;51.7;203;25.5;83;10.4;52;6.6
56072;Gueltas;11.1;7.2;16.9;124;24.1;284;55.3;105;20.6;43;8.4;32;6.2
56073;Guémené-sur-Scorff;5.6;33.9;10.8;198;18;428;39;471;42.9;299;27.2;231;21
56074;Guénin;11.8;6.8;23.5;605;32.6;998;53.8;253;13.6;103;5.6;69;3.7
56075;Guer;12.7;9.5;18.9;1965;32.4;2876;47.4;1228;20.2;580;9.6;401;6.6
56076;Guern;8.9;16.4;16.6;337;25;652;48.4;359;26.6;163;12.1;92;6.9
56077;Le Guerno;9.2;7.3;19;287;29.2;492;50.1;203;20.7;59;6;36;3.7
56078;Guidel;8;7.9;16.8;2865;24;6165;51.6;2917;24.4;1175;9.8;638;5.3
56079;Guillac;8.8;9.1;17.1;356;25.7;747;54;280;20.2;118;8.5;66;4.7
56080;Guilliers;7.3;20.2;14.2;325;24.3;586;43.8;426;31.8;208;15.5;140;10.5
56081;Guiscriff;7.4;13.8;12.5;414;20.1;1053;51.1;595;28.9;280;13.6;194;9.4
56082;Helléan;12.6;7.6;19.8;101;26.3;197;51.6;84;22.1;34;8.9;21;5.5
56083;Hennebont;9.8;11.9;15.6;3883;24.7;7858;49.9;4005;25.4;1874;11.9;1231;7.8
56084;Le Hézo;8.2;7.1;16.5;219;25.3;484;55.9;163;18.8;63;7.3;45;5.2
56085;Hœdic;4.8;16;12.6;20;20.4;52;52.4;27;27.2;9;8.7;6;5.8
56086;Île-d'Houat;2.2;12.2;6.2;22;10.2;106;49.3;87;40.5;41;18.9;20;9.1
56087;Île-aux-Moines;3.3;19.6;8.2;84;13.4;254;40.5;290;46.2;149;23.8;82;13
56088;Île-d'Arz;3.3;20.9;6.4;26;9.2;126;43.7;135;47.1;65;22.6;25;8.6
56089;Inguiniel;11.1;11.6;19.3;607;27.7;1130;51.6;453;20.7;176;8;129;5.9
56090;Inzinzac-Lochrist;9.4;9.3;18.5;1885;28.7;3316;50.5;1371;20.9;605;9.2;324;4.9
56091;Josselin;6.8;27.8;12.8;583;23;1074;42.3;878;34.6;503;19.9;368;14.5
56092;Kerfourn;11.8;8.5;18.8;238;28.7;449;54;144;17.3;55;6.6;42;5.1
56093;Kergrist;13.7;12.1;20.5;203;28.4;350;49;162;22.6;70;9.8;42;5.9
56094;Kervignac;10.3;4.8;20.5;2147;30.8;3582;51.4;1236;17.7;420;6;218;3.1
56096;Landaul;13.4;4.9;23.7;788;32;1325;53.9;345;14;130;5.3;67;2.7
56097;Landévant;12.9;8.5;24;1294;32;2109;52.2;641;15.8;297;7.3;215;5.3
56098;Lanester;10;10.7;17.7;6703;29.1;11328;49.2;4995;21.7;2569;11.2;1650;7.2
56099;Langoëlan;4.7;14.5;14.6;87;21.9;200;50.4;110;27.7;32;8.1;16;3.9
56100;Langonnet;7.7;15.2;13.5;362;20.4;868;49;541;30.6;247;13.9;158;8.9
56101;Languidic;10.5;8.2;19.3;2347;29.2;4121;51.2;1579;19.6;680;8.4;467;5.8
56102;Forges de Lanouée;8.6;9.5;15.9;522;24.5;1080;50.7;527;24.8;242;11.4;168;7.9
56103;Lantillac;7.7;7.2;14.2;60;20.4;147;50.1;87;29.5;41;13.8;25;8.6
56104;Lanvaudan;10.6;6.3;20.2;231;28.6;386;47.8;190;23.6;67;8.4;38;4.7
56105;Lanvénégen;8.4;11.8;15.6;260;22.8;584;51.3;295;25.9;148;13;90;7.9
56106;Larmor-Baden;4.1;12.9;8.1;114;13.2;368;42.5;383;44.3;166;19.2;115;13.2
56107;Larmor-Plage;6.8;12.7;11.3;1448;17.4;3322;39.9;3548;42.7;1788;21.5;1077;13
56108;Larré;12.1;4;22.8;353;32.3;578;53;161;14.7;62;5.7;37;3.4
56109;Lauzach;10.5;5.2;22;367;30.6;641;53.4;191;16;40;3.4;23;1.9
56110;Lignol;5.2;19;12;175;20.6;397;46.8;277;32.6;123;14.5;67;7.9
56111;Limerzel;8;10.2;17.1;324;24.8;669;51.2;314;24;138;10.6;93;7.1
56112;Lizio;9.5;6.2;16.3;179;23.1;394;50.9;201;26;80;10.3;50;6.4
56113;Locmalo;6.8;12.9;16;222;24.7;407;45.4;269;29.9;113;12.6;68;7.5
56114;Locmaria;4.4;7.7;12.2;191;19.8;448;46.5;325;33.7;135;14;71;7.4
56115;Locmaria-Grand-Champ;13.1;3.6;25.2;627;34.6;996;55;188;10.4;71;3.9;36;2
56116;Locmariaquer;3.7;14.1;8.4;226;14.5;625;40.2;706;45.4;326;20.9;159;10.2
56117;Locminé;12.2;9.4;18.6;1434;31;2285;49.4;907;19.6;469;10.1;315;6.8
56118;Locmiquélic;5.5;14.3;14.3;942;23.1;2001;49.1;1132;27.8;537;13.2;344;8.4
56119;Locoal-Mendon;9.7;6.9;18.6;975;27.8;1843;52.6;689;19.6;238;6.8;124;3.5
56120;Locqueltas;14.9;6.3;22.4;633;32.4;1036;53;285;14.6;94;4.8;65;3.3
56121;Lorient;11.1;10.5;14.4;16749;29;28307;48.9;12791;22.1;6734;11.6;4388;7.6
56122;Loyat;8.9;9.8;19;491;28.9;816;48;393;23.1;165;9.7;100;5.9
56123;Malansac;9.3;11.2;15.8;533;23.8;1088;48.5;623;27.8;278;12.4;145;6.5
56124;Malestroit;4.6;20.7;10.5;467;18.6;1078;43;964;38.4;558;22.2;395;15.8
56125;Malguénac;10.1;9.4;19.1;494;26.8;975;53;372;20.2;145;7.9;83;4.5
56126;Marzan;11.3;5.6;20.7;731;28.8;1265;49.8;543;21.4;195;7.7;91;3.6
56127;Mauron;7.4;20.3;14.8;717;22.6;1366;43.1;1087;34.3;545;17.2;409;12.9
56128;Melrand;7.4;16;13.4;308;20.2;729;48;482;31.7;247;16.3;147;9.7
56129;Ménéac;7.6;20.9;15.5;325;21.8;704;47.3;460;30.9;231;15.5;164;11
56130;Merlevenez;8.2;6.5;19.7;950;29.7;1609;50.2;644;20.1;232;7.2;120;3.7
56131;Meslan;10.7;10.9;17.6;387;26.6;778;53.4;291;20;124;8.5;74;5.1
56132;Meucon;9.9;12;16.9;622;27.3;1170;51.4;486;21.3;219;9.6;138;6.1
56133;Missiriac;11.3;8.9;19;315;26.7;586;49.6;279;23.7;123;10.5;79;6.7
56134;Mohon;7.4;13.1;14.9;234;23.8;461;46.8;290;29.4;114;11.6;62;6.3
56135;Molac;12.1;6.7;24.7;535;32.6;852;51.9;255;15.5;107;6.5;65;4
56136;Monteneuf;14.6;8.9;17.6;210;27.8;397;52.4;150;19.9;79;10.4;44;5.8
56137;Monterblanc;12;4.3;21.7;1039;31.3;1788;53.9;489;14.7;151;4.6;93;2.8
56139;Montertelot;9.6;5.5;16.2;101;27.6;191;52.2;74;20.1;22;5.9;15;4.1
56140;Moréac;9.9;8;20.6;1194;32.3;1888;51.1;616;16.7;249;6.7;170;4.6
56141;Moustoir-Ac;10.1;5.7;21;521;30.4;898;52.4;295;17.2;118;6.9;78;4.6
56143;Muzillac;5.6;14.2;14;1140;22.6;2122;42.1;1778;35.3;875;17.4;557;11.1
56144;Évellys;10.1;9.4;19;992;29;1721;50.4;702;20.6;274;8;174;5.1
56145;Néant-sur-Yvel;10.9;10.3;19.7;302;27.6;548;50.1;244;22.3;80;7.3;43;3.9
56146;Neulliac;9.2;7.6;17.3;382;26.4;722;49.9;344;23.8;151;10.4;90;6.2
56147;Nivillac;9.8;10.5;17.5;1225;25.5;2280;47.4;1304;27.1;561;11.7;345;7.2
56148;Nostang;12.1;7.6;21.8;469;28.8;876;53.8;282;17.3;99;6.1;70;4.3
56149;Noyal-Muzillac;8.1;7.8;17.2;656;26.1;1224;48.6;637;25.3;260;10.3;160;6.4
56151;Noyal-Pontivy;9;12.6;17.2;989;27.4;1835;50.9;782;21.7;396;11;271;7.5
56152;Le Palais;7.3;18.6;13.1;524;20.5;1291;50.6;737;28.9;329;12.9;199;7.8
56153;Péaule;11.3;8.7;18;767;27.6;1340;48.2;675;24.3;263;9.5;147;5.3
56154;Peillac;7.5;9.6;15.5;441;23.8;911;49.1;504;27.2;207;11.1;99;5.3
56155;Pénestin;4;19.9;9;292;14.4;839;41.4;897;44.2;376;18.5;222;11
56156;Persquen;4.9;12.2;15.7;91;25.7;161;45.9;100;28.4;51;14.5;34;9.7
56157;Plaudren;11.7;7.7;19.7;544;27.7;1047;53.4;371;18.9;144;7.3;87;4.4
56158;Plescop;10;7.4;15.6;1745;28;3289;52.8;1191;19.1;513;8.2;303;4.9
56159;Pleucadeuc;8.1;10.3;17.2;496;27;917;50;422;23;195;10.6;104;5.6
56160;Pleugriffet;9.2;13.2;17.7;320;24.8;658;51.1;309;24;134;10.5;91;7
56161;Ploemel;12;7.7;19;838;27.4;1607;52.6;611;20;216;7.1;137;4.5
56162;Ploemeur;5.7;13.2;13.5;4041;21.7;8544;46;6006;32.3;2815;15.1;1806;9.7
56163;Ploërdut;7.1;14.1;14.4;266;21.4;583;46.9;394;31.7;172;13.9;112;9
56164;Ploeren;8.6;5.2;17;1815;27.1;3507;52.3;1377;20.6;531;7.9;302;4.5
56165;Ploërmel;7.5;13;15.4;2640;26.7;4738;48;2501;25.3;1238;12.5;780;7.9
56166;Plouay;10;11.4;17.2;1533;26.5;2877;49.7;1375;23.8;611;10.6;397;6.9
56167;Plougoumelen;8.4;6;17.8;709;27.2;1362;52.3;534;20.5;178;6.8;105;4
56168;Plouharnel;8.8;9.4;15.7;525;23.2;1124;49.7;612;27.1;252;11.1;156;6.9
56169;Plouhinec;7.1;9.2;12.6;1145;21.4;2516;47;1693;31.6;675;12.6;362;6.8
56170;Plouray;4;24.5;9.2;176;17;487;47.1;371;35.9;189;18.3;146;14.2
56171;Pluherlin;7.9;9.7;18.1;395;26;781;51.4;342;22.6;130;8.6;78;5.1
56172;Plumelec;8.9;11.1;18.8;747;27.5;1390;51.2;577;21.3;252;9.3;185;6.8
56173;Pluméliau-Bieuzy;8.9;12.2;16.7;1126;25.4;2257;50.9;1055;23.8;479;10.8;322;7.3
56174;Plumelin;11.3;19.4;20.9;830;29.7;1375;49.2;590;21.1;381;13.6;291;10.4
56175;Plumergat;10.8;7.6;22.8;1302;31.2;2188;52.4;689;16.5;275;6.6;190;4.5
56176;Pluneret;11.3;7.8;18.2;1687;27.5;3162;51.5;1291;21;440;7.2;222;3.6
56177;Pluvigner;10;10.8;18.9;2121;27.7;3884;50.8;1647;21.5;730;9.5;467;6.1
56178;Pontivy;9.9;13.5;17.5;4641;31.4;6800;46;3333;22.6;1718;11.6;1121;7.6
56179;Pont-Scorff;10.6;11.4;19.8;1161;29.3;2070;52.2;734;18.5;363;9.1;243;6.1
56180;Porcaro;9;8.5;19.3;226;30.3;376;50.6;142;19.1;58;7.8;30;4.1
56181;Port-Louis;5.3;19.5;11;502;18.7;1124;41.9;1054;39.3;556;20.8;357;13.3
56182;Priziac;6.4;12.4;12.7;252;25;497;49.1;262;25.9;113;11.2;70;6.9
56184;Questembert;8.5;10.6;17.4;2259;28.2;3848;48.1;1895;23.7;845;10.6;540;6.7
56185;Quéven;7.2;9.2;15.7;2278;25.9;4222;48;2290;26.1;1027;11.7;620;7
56186;Quiberon;5.6;21.4;9.5;743;15.9;1985;42.3;1959;41.8;971;20.7;629;13.4
56188;Quistinic;10.7;10.7;16.5;356;25.1;709;49.9;356;25;165;11.6;101;7.1
56189;Radenac;13.2;10.2;19.4;299;28;551;51.7;217;20.3;90;8.4;60;5.6
56190;Réguiny;9.3;9.8;18.4;553;28.3;948;48.4;456;23.3;214;10.9;157;8
56191;Réminiac;12.8;17;17.8;110;25.6;230;53.4;90;21;45;10.4;30;7.1
56193;Riantec;7.5;12.7;14.9;1304;22.6;2782;48.2;1685;29.2;756;13.1;496;8.6
56194;Rieux;7.8;9.3;17.5;750;26.3;1406;49.3;695;24.4;267;9.4;155;5.4
56195;La Roche-Bernard;7.6;8.1;12.5;141;20.3;371;53.4;183;26.3;84;12.1;52;7.5
56196;Rochefort-en-Terre;3.2;60.5;8.6;85;13.4;253;39.9;297;46.7;182;28.7;144;22.7
56197;Val d'Oust;10.5;8.4;18.4;735;26.3;1456;52.2;599;21.5;280;10;174;6.2
56198;Rohan;8.1;9.7;16.9;413;26.2;772;49.1;389;24.7;185;11.8;123;7.8
56199;Roudouallec;7.2;13.4;14.9;172;24.3;341;48.1;196;27.6;88;12.4;52;7.3
56200;Ruffiac;9;10.8;16.2;332;24.2;676;49.4;362;26.4;156;11.4;105;7.7
56201;Le Saint;6.7;15;14.2;109;18.2;303;50.6;188;31.3;74;12.3;33;5.6
56202;Saint-Abraham;7.4;5.3;19.8;166;31.3;285;53.8;79;14.9;35;6.6;24;4.5
56203;Saint-Aignan;8.5;15.6;14.5;137;21.8;308;49;184;29.2;84;13.3;56;8.8
56204;Saint-Allouestre;9.4;7.8;16.8;180;28.7;337;54;108;17.3;48;7.7;32;5.1
56205;Saint-Armel;7.1;9.2;10.1;159;18;370;41.9;354;40.1;123;13.9;78;8.9
56206;Saint-Avé;9.8;9.4;17.9;3434;28.8;5922;49.7;2571;21.6;1110;9.3;663;5.6
56207;Saint-Barthélemy;10.2;10.4;17.4;294;25.1;588;50.3;286;24.5;138;11.8;83;7.1
56208;Saint-Brieuc-de-Mauron;5.1;12.9;15.6;78;26.1;129;43.6;90;30.3;30;10.3;20;6.9
56209;Sainte-Brigitte;9.3;10.2;11.2;39;21.8;84;46.4;58;31.8;24;13.4;18;10.1
56210;Saint-Caradec-Trégomel;8.1;11;14.9;114;24.2;235;50.1;121;25.7;49;10.4;34;7.2
56211;Saint-Congard;10.2;9.4;18;209;26.1;388;48.4;204;25.5;84;10.5;55;6.9
56212;Saint-Dolay;11.3;8;19.8;739;28.4;1302;50;562;21.6;199;7.7;125;4.8
56213;Saint-Gérand-Croixanvec;10.3;6.4;21.1;400;30.5;704;53.6;209;15.9;70;5.3;50;3.8
56214;Saint-Gildas-de-Rhuys;5.1;15.5;7.9;186;11.9;567;36.2;812;51.9;368;23.5;219;14
56215;Saint-Gonnery;12;11.5;19;291;26.7;566;51.8;235;21.5;94;8.6;60;5.5
56216;Saint-Gorgon;13.2;7.2;19.2;113;27.3;215;52;85;20.6;33;8;15;3.5
56218;Saint-Gravé;11.6;10.1;16.5;172;23.6;355;48.8;201;27.7;79;10.8;38;5.2
56219;Saint-Guyomard;11.5;6.8;27.4;474;33.3;752;52.7;200;14;85;5.9;57;4
56220;Sainte-Hélène;9;8.8;15.9;312;24.1;663;51.2;319;24.7;113;8.7;67;5.2
56221;Saint-Jacut-les-Pins;7.7;24.5;15.8;433;25;805;46.4;497;28.6;296;17.1;234;13.5
56222;Saint-Jean-Brévelay;10.2;17;17.6;801;27.9;1450;50.6;617;21.5;308;10.7;239;8.3
56223;Saint-Jean-la-Poterie;7.8;7;15;348;24.1;757;52.4;339;23.5;121;8.4;74;5.1
56224;Saint-Laurent-sur-Oust;9.4;8.9;17.6;108;27.6;193;49.1;92;23.3;38;9.6;27;6.8
56225;Saint-Léry;9.4;4.3;21.6;65;31.7;102;50;37;18.3;17;8.2;11;5.3
56226;Saint-Malo-de-Beignon;7.1;5.8;19;198;36.5;278;51.2;66;12.2;36;6.6;21;4
56227;Saint-Malo-des-Trois-Fontaines;11.2;8.2;21.6;176;30.4;295;50.9;108;18.7;52;9;30;5.2
56228;Saint-Marcel;8.9;6.9;18.2;316;28;599;53.2;212;18.8;88;7.8;63;5.6
56229;Saint-Martin-sur-Oust;7.3;13.5;15;297;22.9;604;46.5;397;30.6;188;14.5;119;9.1
56230;Saint-Nicolas-du-Tertre;6.8;9;15.7;109;23.8;242;52.9;107;23.4;46;10;28;6
56231;Saint-Nolff;9.3;5.4;17.8;1071;27.5;2032;52.1;797;20.4;261;6.7;128;3.3
56232;Saint-Perreux;7.2;8.1;13.9;242;22.7;568;53.3;255;24;109;10.3;72;6.8
56233;Saint-Philibert;4.7;18.5;9.5;228;14.7;658;42.4;666;42.9;317;20.4;206;13.3
56234;Saint-Pierre-Quiberon;4.7;16.8;10.4;372;16.6;929;41.5;936;41.8;397;17.7;223;10
56236;Saint-Servant;7;8.3;13.7;176;22.1;391;49.2;228;28.7;99;12.4;74;9.3
56237;Saint-Thuriau;8.1;6.8;16.5;492;26.2;926;49.4;458;24.4;174;9.3;95;5.1
56238;Saint-Tugdual;6.3;18.8;13.1;77;20.7;186;50.4;107;28.9;46;12.4;26;7
56239;Saint-Vincent-sur-Oust;9.8;6.7;19.1;464;28.7;804;49.8;348;21.5;128;7.9;65;4
56240;Sarzeau;5.2;17.9;10;1409;15.7;3694;41.1;3874;43.2;1773;19.7;1064;11.9
56241;Sauzon;7.8;9;14.8;235;22.9;486;47.3;306;29.8;125;12.2;59;5.7
56242;Séglien;6.7;14.7;16.7;165;25.8;338;53;135;21.1;82;12.9;59;9.3
56243;Séné;7.6;8.1;13.6;2047;22.9;4392;49.1;2505;28;1047;11.7;632;7.1
56244;Sérent;11.2;12.7;18.6;917;28;1626;49.6;736;22.4;325;9.9;203;6.2
56245;Silfiac;5.5;13.2;14.8;117;24.3;253;52.3;113;23.4;52;10.7;41;8.5
56246;Le Sourn;8.8;7.5;18.7;576;27;1114;52.2;445;20.8;185;8.7;113;5.3
56247;Sulniac;11.3;5.8;20.6;1145;29.9;2059;53.8;625;16.3;215;5.6;124;3.2
56248;Surzur;8.9;6.4;19.6;1442;28.8;2439;48.7;1127;22.5;398;8;182;3.6
56249;Taupont;9.8;7.8;17.7;621;26.6;1193;51.2;517;22.2;199;8.6;127;5.5
56250;Théhillac;11.4;6.3;21.4;181;29.8;314;51.5;114;18.7;32;5.2;16;2.6
56251;Theix-Noyalo;8.7;8.8;17;2260;26.9;4165;49.6;1978;23.5;785;9.3;439;5.2
56252;Le Tour-du-Parc;5.9;9.7;11.8;222;18;535;43.2;480;38.8;143;11.5;79;6.4
56253;Tréal;8.1;10.2;17.3;159;24.1;334;50.7;166;25.2;73;11;52;7.9
56254;Trédion;11.9;7.2;23.2;436;32.4;681;50.5;232;17.2;100;7.4;59;4.4
56255;Treffléan;13;4.2;22.7;788;31.6;1324;53.1;379;15.2;132;5.3;66;2.6
56256;Tréhorenteuc;11.5;21.6;15;19;16.8;60;52.2;35;31;20;17.7;12;10.6
56257;La Trinité-Porhoët;6.2;15.7;12.6;146;21.8;312;46.8;210;31.4;96;14.4;57;8.6
56258;La Trinité-sur-Mer;3.2;22.8;9.6;250;14.1;676;38.2;842;47.6;400;22.6;260;14.7
56259;La Trinité-Surzur;15.4;3.3;23.2;591;34.3;919;53.4;212;12.3;57;3.3;32;1.9
56260;Vannes;9.6;11.6;12.9;15412;28.3;24481;45;14527;26.7;7475;13.7;4790;8.8
56261;La Vraie-Croix;8.8;6.2;21;435;29.5;782;53;257;17.5;108;7.3;67;4.6
56262;Le Bono;9.1;11;17;643;24.9;1223;47.4;714;27.7;311;12.1;175;6.8
56263;Sainte-Anne-d'Auray;7.7;19.8;18.3;786;27.8;1303;46.1;737;26.1;435;15.4;334;11.8
56264;Kernascléden;8;14.4;14.8;100;24.6;208;51.1;99;24.3;50;12.3;33;8.1
57001;Aboncourt;9.2;7.7;16.6;89;27.9;174;54.2;58;17.9;24;7.5;14;4.3
57002;Aboncourt-sur-Seille;0;9.6;15.5;17;26.8;38;59.2;9;14.1;5;7;3;4.2
57003;Abreschviller;7.3;20.5;12.8;316;22.3;664;46.8;438;30.9;226;15.9;159;11.2
57004;Achain;8;4;13.9;20;25.3;43;54.4;16;20.3;9;11.4;7;8.9
57006;Achen;7.9;9.2;14.4;243;24.9;524;53.7;209;21.4;95;9.8;53;5.4
57007;Adaincourt;11.9;7.9;22.4;48;36.6;60;45.5;23;17.9;7;5.2;4;3
57008;Adelange;8.7;12.7;15.8;50;23.9;116;55.4;44;20.7;23;10.8;16;7.7
57009;Ajoncourt;8.1;11.4;17.3;27;26;58;56.7;18;17.3;10;9.6;6;5.8
57010;Alaincourt-la-Côte;13.7;8;24.5;51;32.3;87;54.8;21;12.9;7;4.5;4;2.6
57011;Albestroff;7.7;23;12.2;139;22.6;321;52.2;155;25.2;77;12.5;61;9.9
57012;Algrange;11.1;16.7;16.2;1633;26.8;3120;51.3;1334;21.9;761;12.5;568;9.3
57013;Alsting;4.4;8;11.6;481;19.3;1437;57.5;581;23.2;271;10.8;163;6.5
57014;Altrippe;7;8.8;14.9;93;25.2;211;57.1;65;17.7;18;4.9;11;3
57015;Altviller;6.2;6.5;17.7;144;26.4;255;46.6;147;26.9;45;8.2;24;4.4
57016;Alzing;5;10;15.8;98;24.8;205;51.8;93;23.4;32;8;18;4.6
57017;Amanvillers;7.2;5.5;16.8;578;27.2;1146;54;397;18.7;134;6.3;76;3.6
57018;Amelécourt;5.8;1.2;15.2;35;28.8;61;50.8;25;20.5;12;9.8;5;3.8
57019;Amnéville;10.2;10.9;16.4;2890;26.7;5810;53.7;2128;19.7;1024;9.5;642;5.9
57020;Ancerville;9;10.2;17.6;84;28.1;168;55.7;49;16.3;14;4.5;13;4.2
57021;Ancy-Dornot;7.4;6.8;14.5;352;23.6;801;53.8;336;22.6;131;8.8;78;5.2
57022;Angevillers;9.7;8.4;20.2;368;28;721;55;222;17;96;7.3;60;4.6
57024;Antilly;22;2.9;31.3;68;35.4;96;50;28;14.6;15;8.1;11;5.6
57025;Anzeling;5.6;6.2;16.7;145;29.3;267;53.8;84;16.9;27;5.5;15;3
57026;Apach;6.9;5.6;19.4;298;27.8;606;56.6;167;15.6;67;6.3;46;4.3
57027;Arraincourt;14.6;2.7;19.2;34;28;60;49.6;27;22.4;12;9.6;10;8
57028;Argancy;9.5;6.4;17.7;351;26.4;716;53.8;263;19.8;100;7.5;64;4.8
57029;Arriance;11;9.4;15.3;61;27.9;121;55.8;35;16.3;16;7.4;10;4.7
57030;Arry;8.6;7.4;19.6;174;31.8;291;53.2;82;15;32;5.8;17;3.1
57031;Ars-Laquenexy;3.9;6.8;11.2;224;24;502;53.7;208;22.3;89;9.5;51;5.4
57032;Ars-sur-Moselle;10.7;8.3;15.1;1231;26.5;2490;53.5;930;20;389;8.4;236;5.1
57033;Arzviller;7.1;7.1;17.6;143;27;289;54.4;99;18.6;44;8.2;25;4.6
57034;Aspach;9.9;4.9;5.9;6;17.6;20;55.9;9;26.5;6;17.6;3;8.8
57035;Assenoncourt;0;17.5;14.5;30;26.5;59;52.1;24;21.4;17;14.5;14;12
57036;Attilloncourt;4.9;3.3;17.5;27;27.2;54;54.4;18;18.4;11;10.7;6;5.8
57037;Aube;13.2;6.3;20.1;81;30.7;148;55.9;35;13.4;15;5.5;9;3.5
57038;Audun-le-Tiche;4.4;10;15.6;1951;27.2;4007;55.8;1222;17;578;8;376;5.2
57039;Augny;10.4;4.9;18.9;613;28.7;1159;54.3;364;17;147;6.9;91;4.3
57040;Aulnois-sur-Seille;14.7;7.6;29.4;108;36;163;54.6;28;9.4;10;3.5;8;2.8
57041;Aumetz;8.9;9.6;16.1;617;25.9;1307;54.8;460;19.3;183;7.7;128;5.4
57042;Avricourt;7.4;9.6;15.7;150;25.8;294;50.7;137;23.5;64;11.1;42;7.3
57043;Ay-sur-Moselle;8.1;5.7;14.6;375;24;852;54.4;339;21.6;158;10.1;102;6.5
