"votants","prop_25","prop_25_64","prop_65","taux_nat","taux_mort","part_non_peu_diplomes","part_bepc_brevet","part_cap_bep","part_bac","proportion_h","proportion_f","taux_activite","part_emplois_salaries","part_agriculteurs","part_emplois_non_salaries","part_artisans","part_commercants","part_chefs_entreprise","part_cadres","part_prof_intermediaires","part_employes","part_ouvriers","part_bac2","part_bac3_4","part_bac5_plus","score_orientation","non_exp_prop_votants","nb_non_scolarises_prop_votants","niveau_vie_total_prop_votants","nb_menages_prop_votants","nb_emplois_lt_prop_votants","nb_menages_pauvres_prop_nb_menages","nb_menages_seul_prop_nb_menages","nb_menages_5plus_prop_nb_menages","nb_menages_proprietaires_prop_nb_menages","nb_menages_monoparentaux_prop_nb_menages","surface_totale_logements_prop_nb_menages","nb_logements_collectifs_prop_nb_menages","nb_logements_maisons_prop_nb_menages","nb_log_avant_1945_prop_nb_menages","nb_log_1945_1969_prop_nb_menages","nb_log_1970_1989_prop_nb_menages","nb_log_apres_1990_prop_nb_menages","nb_log_date_inconnue_prop_nb_menages","nb_logements_sociaux_prop_nb_menages"
105,24.1,58.9,17,8.2,0,NA,NA,NA,NA,0.429,0.571,70.8,87.6,0,12.4,0,0,0,0,0,94.7,30.8,NA,NA,NA,0.59,0.0285714285714286,NA,28728.782447619,0.473542857142857,0.0666666666666667,0.0446884678814207,0.158621937975142,0.0507220144000644,0.914645428582921,0.0265878283254897,111.044125336873,0,1,0.17829129962592,0.0201118217288122,0.320119866457504,0.481456900366035,0,0
884,27.2,47,25.8,12.8,12.3,NA,NA,NA,NA,0.485,0.515,69.4,92,0.3,8,4.4,12.8,27.3,29.3,25.9,85.5,52.6,NA,NA,NA,0.58,0.0305429864253394,NA,39787.4998472851,0.877739819004525,1.1206716280214,0.11902356164666,0.39346609581891,0.0577635380875913,0.672461922719036,0.109552248808514,90.4091803042058,0.156111052399597,0.843888947600403,0.376624196762046,0.270818458556401,0.174865514832676,0.177676364376832,1.6754261381943e-05,0.068898677959898
575,22.5,49.9,27.5,6,9.8,22.1,5.3,23.2,18.1,0.487,0.513,73.9,89.6,1.6,10.4,7.1,30.1,7.8,19.4,34.1,92.4,54.6,12.5,10.5,8.3,0.6,0.0121739130434783,1.25292825768668,32452.324626087,0.633685217391304,0.322108345534407,0.119302136021451,0.243033847555637,0.0425914388984793,0.606613076304515,0.105338269721079,92.1148231600383,0.00027719152836822,0.999722808471632,0.107102964302671,0.0105744451366609,0.767205772170519,0.115116818390148,0,0.358608992532296
644,36.6,54.5,8.9,21.7,4.7,NA,NA,NA,NA,0.511,0.489,73.2,94.3,0,5.7,3,38,26,21,12.1,84.9,61.8,NA,NA,NA,0.45,0.0403726708074534,NA,38353.6793214286,0.813104037267081,2.8591501836439,0.333055788434399,0.235622251207416,0.230055438956991,0.109655697914021,0.211901710911525,65.7745584267024,0.87829592524621,0.12170407475379,0.058735120951648,0.428596800467498,0.449389751336321,0.0627015940371134,0.000574823494812266,0.86183802199607
55,8.8,54.4,36.8,5.8,11.6,23.5,2,19.6,23.5,0.567,0.433,65.6,20,25,80,50,0,0,25,0,84.2,41.7,7.8,15.7,7.8,0.52,0,0.854545454545454,17418.3781818182,0.469090909090909,0.163636363636364,0.217054263565891,0.538759689922481,0,0.806201550387597,0.0271317829457364,79.9612403100775,0.12015503875969,0.87984496124031,0.608527131782946,0.0775193798449612,0.244186046511628,0.0697674418604651,0,0
624,29.4,50,20.5,10.2,10.9,NA,NA,NA,NA,0.498,0.502,74.9,90.9,0.7,9.1,5.1,11.3,27.3,28.6,27,92.9,44.5,NA,NA,NA,0.59,0.0368589743589744,NA,34325.5705817308,0.817583333333333,1.29281573862638,0.140246818719961,0.464310075817567,0.0531742235951797,0.568051559082035,0.10373560289471,87.7832240891307,0.421471582133084,0.578528417866915,0.275930470507986,0.0727597751346605,0.336364990630611,0.312522051386591,0.0024246724634045,0.0741593031369813
692,34.4,50,15.6,13.2,8.8,21,7.1,24.4,18.3,0.506,0.494,67.9,92.7,0.1,7.3,3.6,18.5,28.7,31.9,17.1,41.7,87.7,NA,NA,NA,0.41,0.0289017341040462,1.4633007051263,NA,NA,1.22477760257059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,28.8,46.1,25.2,9.8,13.3,32.7,5.6,25,15.4,0.491,0.509,66.6,88.5,0.2,11.5,6.7,27.5,13,32.9,19.7,81,52.5,8.3,7.2,5.9,0.61,0.0379939209726444,1.72776928118856,39753.388881459,0.999431610942249,1.16222416429976,0.170130134757446,0.448453984483582,0.0556592957091113,0.45982823063565,0.164909842372412,85.6435116616436,0.550773539975609,0.449226460024391,0.387261148433912,0.200604903090815,0.119558837393899,0.292371347848169,0.000202242612062175,0.216577507580296
43,17.9,55.4,26.8,5.4,10.8,57.4,4.3,21.3,10.6,0.457,0.543,71.4,54.8,0,45.2,33.3,0,33.3,0,33.3,25,100,NA,NA,NA,0.52,0.0232558139534884,1.09302325581395,NA,NA,0.255813953488372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,35.9,49.9,14.2,11.3,5.8,19.7,4.1,28.9,24.3,0.495,0.505,79.7,47.1,40,52.9,0,9.8,0,20.1,30.1,95.5,60.3,13.5,4.6,4.8,0.58,0.0330578512396694,1.18181818181818,39729.2338953168,0.673077134986226,0.134986225895317,0.0886230338849165,0.233948765384096,0.116610116769739,0.808465703749483,0.0581556684279674,108.378468200404,0.0294687038272479,0.970531296172752,0.338321184314464,0.0235790559373299,0.277304595889934,0.360795163858272,0,0.0245572531893733
770,33,49,18,10.1,6.9,22.9,5.4,25.7,17.2,0.497,0.503,73.2,91.6,0.1,8.4,4.8,29.6,10.5,27.5,27.6,91.1,53.3,11.2,9.7,7.9,0.51,0.012987012987013,1.32375346260388,36858.7614623377,0.667185714285714,0.967451523545706,0.110569108856157,0.339012677791771,0.0649617602918247,0.697737930014229,0.10715099088437,91.9534505278034,0.216207640934104,0.783792359065896,0.00332468422312758,0.159569270418681,0.761531768447812,0.0748676841861434,0.00070659272423613,0.206842854167437
645,28,51.9,20,13.1,13.9,30.9,3.9,30,14.8,0.512,0.488,79.9,75.5,8.5,24.5,13.6,9.4,17.4,35.8,15.3,58.7,93.9,NA,NA,NA,0.5,0.0341085271317829,1.07906976744186,NA,NA,0.361240310077519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,30.2,55.2,14.6,8.5,2.8,NA,NA,NA,NA,0.481,0.519,72.9,80.2,3.8,19.8,2.5,10.7,31,12.9,39.1,96,46.1,NA,NA,NA,0.59,0.025531914893617,NA,33766.6515460993,0.514675177304965,0.229979466119096,0.0151276299035955,0.157507592752848,0.0889165100345601,0.760837931243558,0.0635035249113949,111.522464075668,0.0824564691356664,0.917543530864334,0.18454936805146,0.00358003119780844,0.40331986572816,0.407847957535704,0.000705533477012286,0.0937036649156943
180,28.2,55.7,16,9.3,10.9,NA,NA,NA,NA,0.556,0.444,78.9,53.2,66.7,46.8,0,0,0,0,33.3,96.2,54.8,NA,NA,NA,0.7,0.0111111111111111,NA,36523.4772222222,0.586666666666667,0.177777777777778,0.0899621212121212,0.167613636363636,0.0426136363636364,0.801136363636364,0.0757575757575758,117.256628787879,0.0104166666666667,0.989583333333333,0.613636363636364,0.0340909090909091,0.132575757575758,0.210227272727273,0.00946969696969697,0
410,23.7,49.7,26.7,8.9,15.7,NA,NA,NA,NA,0.505,0.495,73.2,87.3,1,12.7,7.8,11.5,23.5,32.9,23.4,89.5,50.5,NA,NA,NA,0.5,0.0317073170731707,NA,42104.7519878049,1.11147073170732,1.17872340425532,0.14997926280933,0.510622049887756,0.0407041428298695,0.433532366475533,0.132206722360836,84.9839083789222,0.666934384895425,0.333063420692864,0.211740980419264,0.235530597779694,0.279331055533977,0.270211080462494,0.00318628580457008,0.0737783161401176
735,30.2,55.6,14.2,12,7.9,24.5,7,28.2,20.2,0.508,0.492,73.1,92.3,1.6,7.7,5.5,8.3,29.3,37.6,17.6,42.1,90.3,NA,NA,NA,0.58,0.0272108843537415,1.10054844606947,NA,NA,0.79890310786106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1378,27,55.7,17.3,12.6,6.6,11.8,3.5,7.7,12.3,0.477,0.523,78.3,85.6,0,14.4,5.6,24.5,38.2,22.7,9,91.8,75.2,8,15.3,41.4,0.41,0.0123367198838897,1.50744429727906,88713.5524005805,1.33717198838897,1.76457427356147,0.16310878568215,0.399633023141467,0.0966410383458798,0.31931925304308,0.117509658785329,60.195823562389,0.854961107073992,0.145038892926008,0.397760692230587,0.253935829521286,0.14047366173113,0.206694478469009,0.00113479534337735,0.473644907287058
93,21.1,48,30.9,7.3,10.3,36,3,25,17,0.528,0.472,75,44.4,51,55.6,18.8,0,0,0,30.2,30.8,95.5,NA,NA,NA,0.56,0.021505376344086,1.08602150537634,NA,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,33,53.5,13.5,10.5,6,17,4.5,27.6,21.8,0.499,0.501,80,70.1,0,29.9,19.8,24.8,15,14.1,26.4,94.4,65.6,12.8,9.7,6.4,0.64,0.02125,1.23464770523594,49505.26473125,0.72712125,0.218487394957984,0.0735847013135705,0.234073753173903,0.101946546054045,0.779565650158072,0.107232803332319,98.4161530831343,0.13115763017516,0.86884236982484,0.337622507937981,0.117066101423937,0.179871995214003,0.36255129388668,0.00288638242934036,0.083804798718233
1024,35.4,50.1,14.4,9.7,5.5,9.6,3.6,14.1,14.4,0.493,0.507,77.8,95.6,0,4.4,1.8,28.7,44,13.3,12.2,96.1,73.8,13.5,13.5,31.2,0.56,0.021484375,0.871100164203612,61291.3608339844,0.7740908203125,2.42651888341544,0.0604539852069401,0.235698633351374,0.113727167329617,0.587166900686163,0.132360417778417,88.5758090703686,0.429358281956277,0.570641718043723,0.0814968164517598,0.0304868740924648,0.440957070353451,0.44706050066295,0,0.169064262636737
254,26.1,55,18.8,9.9,7.6,12.4,7.7,25.6,28.8,0.477,0.523,80.2,69.4,1.3,30.6,18.8,26.9,9.3,34.5,9.1,93,59.4,9.6,7.1,8.8,0.66,0.015748031496063,1.40944881889764,44791.4666968504,0.790830708661417,0.275590551181102,0.150693728811028,0.308695630529046,0.0524366384395956,0.706388677310314,0.109149653260052,96.2936959541198,0.194338655156792,0.805661344843208,0.266653723036177,0.0283764206879042,0.291769344504682,0.399037193024379,0.0141583404274385,0
412,31.4,47.1,21.5,13.7,10.6,NA,NA,NA,NA,0.481,0.519,62.8,87.1,0.3,12.9,6.8,14.2,28.8,31.6,18.3,76.1,48.7,NA,NA,NA,0.53,0.0242718446601942,NA,45304.4590145631,1.83107038834951,1.3033623658092,0.472080498302627,0.585497633221589,0.0245651848287582,0.213411700143558,0.120736849500465,52.9852876653133,0.925100841594855,0.0748991584051453,0.830885696068802,0.0845783608452269,0.0388586441428365,0.0416025429446674,0.00407343044349093,0.103955323495064
69,27.6,50.5,21.9,9.6,10.5,34.6,9,25.6,21.8,0.373,0.627,77.6,10,66.7,90,33.3,0,0,0,0,80,86.4,NA,NA,NA,0.44,0.0434782608695652,1.14492753623188,NA,NA,0.144927536231884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,25.9,56.3,17.8,9.3,5.9,NA,NA,NA,NA,0.505,0.495,78.8,80.1,1.4,19.9,11.8,7.8,24.9,24.2,29.9,92.6,54.3,NA,NA,NA,0.69,0.0234042553191489,NA,81196.6818553192,1.22133617021277,0.324339207048457,0.115753935348101,0.20548126572223,0.0807713212595901,0.772190555164556,0.0942497578515334,108.776747824148,0.204570160340611,0.795429839659389,0.050382559735762,0.0337213515717003,0.33991721658177,0.574985889190074,0.000994724995993227,0
522,35.4,47.4,17.2,12.3,12.5,29.3,9.9,30.4,14.4,0.498,0.502,68.7,84,2.4,16,6.3,9.1,20.7,31.1,30.5,40.6,88.9,NA,NA,NA,0.58,0.024904214559387,1.26760563380282,NA,NA,0.757922535211268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,26,50.1,23.9,8.9,8.8,20.1,5.6,22.2,17.2,0.475,0.525,73.8,82.6,0,17.4,9,14.1,36.6,24,16.3,39.7,91.5,NA,NA,NA,0.5,0.0106761565836299,1.21061305207647,NA,NA,0.385299934080422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,30.4,50.4,19.2,10.9,4.5,22.1,4.5,34.4,17.8,0.495,0.505,77.3,74.6,0,25.4,21.5,13,13.1,17.8,34.6,95.9,50,11.9,5.8,3.5,0.67,0.0285714285714286,1.30714285714286,38231.3717982143,0.733116071428571,0.2875,0.097341338951881,0.285413292087347,0.0620735851124724,0.736701214239608,0.0868625851002935,106.359875287727,0.0134966934197226,0.986505742366854,0.512491931456966,0.0346904724208065,0.177529868832893,0.272854376499531,0.00243578657638018,0.0730735972914053
1208,27.9,57.7,14.4,14.4,6.9,17.5,4.7,8.1,14.7,0.48,0.52,76.4,87.9,0.1,12.1,4.8,33.3,25.6,26.4,9.9,37.9,91.2,NA,NA,NA,0.55,0.0157284768211921,1.60766877669683,NA,NA,1.80487413980352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,32.3,47.4,20.3,15.8,12.8,39.2,6.1,21.8,13.5,0.477,0.523,72.7,88.8,0.1,11.2,5.5,13.7,27.1,38.7,14.9,59.1,85.7,NA,NA,NA,0.52,0.0311614730878187,1.73954008304056,NA,NA,1.25247524752475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,17.1,58.5,24.4,0,5.9,NA,NA,NA,NA,0.56,0.44,89.3,28.8,47.3,71.2,0,0,0,0,52.7,95.2,66.7,NA,NA,NA,0.84,0.130434782608696,NA,30659.5409130435,0.706565217391304,0.434782608695652,0.259922466309766,0.387483847147868,0.00621500215371362,0.727709064057596,0,124.85982401083,0.0123069349578487,0.987693065042151,0.659713248415482,0.00621500215371362,0.140175989169897,0.193895760260907,0,0
669,31.1,52.1,16.8,12,16.2,23.4,5.4,20.7,18.5,0.488,0.512,75.3,91.9,0.1,8.1,4.2,32.9,13.9,35.3,13.7,90.3,45.9,14.1,9.4,8.6,0.61,0.0164424514200299,1.66738382099828,44715.8332541106,0.84362331838565,1.18846815834768,0.0956565033735896,0.367370442819073,0.0520851051766173,0.476126183591314,0.153780050462097,75.9491002579804,0.41972486817486,0.58027513182514,0.253632278732211,0.154609273119011,0.219582766343482,0.368456582752169,0.00371732720984294,0.242579520326586
392,35.7,50.9,13.4,16.8,6.1,33.5,5,24.4,15.6,0.486,0.514,75.4,90.6,1,9.4,4.8,20.2,25.9,25.2,22.9,56,91.3,NA,NA,NA,0.58,0.0306122448979592,1.43913940465665,NA,NA,0.942823460064839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,24.4,57,18.7,8.1,14,24.5,5.4,25.9,18.9,0.563,0.437,67.2,90.2,0.5,9.8,5.8,39.4,12.1,29.8,12.5,74.1,61.3,9.2,9.1,6.9,0.58,0.0272727272727273,1.62292358803987,45768.1459109091,1.16286,1.79485049833887,0.170257343571414,0.469524198175971,0.0408319300533325,0.364196112093537,0.150587970411509,76.9726458121278,0.406941818994861,0.593058181005139,0.500513623933468,0.0494392352397615,0.163502837049094,0.279763217021356,0.0067826502994967,0.0911264234106193
608,34.4,53.2,12.4,19.4,6.9,22.8,5.2,19.7,20.5,0.493,0.507,77.7,85.8,0,14.2,9.4,24.3,10.9,24.7,30.7,90.4,66.6,11.4,10.8,9.7,0.56,0.0180921052631579,1.89257425742574,54402.4275098684,0.879794407894737,0.690346534653465,0.115601544170569,0.352732677154314,0.0780815643606928,0.683293607395568,0.119996634979389,76.406223418674,0.486731536786218,0.513270332669676,0.481422282044811,0.231335819709674,0.14189918024359,0.143622818578653,0.00171802996737799,0.0268771674004281
423,37.7,46.8,15.6,12.2,8.2,23.3,5.5,19.3,16.7,0.482,0.518,65.7,92.2,0.2,7.8,3.9,29.9,20.2,28.1,17.8,84.8,56.1,9.9,11.4,13.8,0.59,0.0260047281323877,1.71554897645157,45565.8511205674,1.32093380614657,1.56525973393584,0.45810775742499,0.3623717013718,0.125496863562742,0.0439280185412211,0.233889629623001,66.6084258753837,0.932115148857728,0.0678848511422716,0.0397168705425455,0.676647188839474,0.282037744628683,0.00159640629614053,0,0.947817916618196
826,37.7,49.1,13.2,14.7,7.8,31.7,6.2,19.5,14.6,0.48,0.52,66.8,93.9,0.2,6.1,3.1,17.3,29.1,29.7,20.8,38.9,87.4,NA,NA,NA,0.47,0.0217917675544794,1.56097474523705,NA,NA,1.44070890562694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,28.4,49.4,22.2,12.4,11.5,28.4,8.2,17.8,17.9,0.478,0.522,69.8,85.3,0.2,14.7,8.2,16.2,26.5,33.8,15.1,38.3,87.3,NA,NA,NA,0.62,0.00984009840098401,1.52154743790959,NA,NA,0.872284855092432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,29.2,52.4,18.3,10.5,7,NA,NA,NA,NA,0.506,0.494,75.4,75.4,1.9,24.6,13.7,11.3,30.4,27.5,15.2,92.5,52.8,NA,NA,NA,0.67,0.0204081632653061,NA,45053.9714829932,0.63008843537415,0.280853816300129,0.0859505738315537,0.168481370717856,0.101567645185321,0.679364196797772,0.0924527385206698,96.686781361001,0.269876272632068,0.730123727367932,0.0816077000313097,0.0379603338263714,0.463807585588893,0.410645843904862,0.00597583753495352,0.114947151355495
376,24.3,48.8,26.9,12.3,11,31.5,6.9,31,13.6,0.504,0.496,73,69.6,6.9,30.4,11,0,22,54.8,5.4,39.4,94.1,NA,NA,NA,0.61,0.0265957446808511,1.07712765957447,NA,NA,0.175531914893617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,36,47.1,16.9,16,8.5,NA,NA,NA,NA,0.494,0.506,65.7,95.2,0.1,4.8,2.9,14.1,28.1,24.8,30.1,85.4,44.6,NA,NA,NA,0.54,0.0162721893491124,NA,41000.0859571006,0.85976775147929,1.15923167385339,0.164218009886391,0.309089939315523,0.0751286555644069,0.667011354036369,0.10200910869352,77.9680387059255,0.323508309489111,0.676491690510889,0.276994440840808,0.622276553975117,0.03704213501995,0.0636868701641251,0,0.246438851829739
323,31.1,54.5,14.4,8.8,7.6,NA,NA,NA,NA,0.524,0.476,74.9,77.1,10,22.9,10,0,19.6,44.9,15.6,90.3,49.3,NA,NA,NA,0.63,0.0309597523219814,NA,39776.4626873065,0.638578947368421,0.207430340557276,0.0857311852458778,0.227037588298321,0.0738724237737624,0.872506193609068,0.0708228894458962,112.108319071468,0.0738384861898275,0.926156665583896,0.306121855319231,0.136186676104547,0.316516452455869,0.236321941617659,0.00484822627641677,0
646,31.6,53.4,15,13.1,11,27.6,6,28.8,16.7,0.496,0.504,77.3,84.6,1.2,15.4,10.1,10.4,22.2,35.3,20.8,54,92.7,NA,NA,NA,0.49,0.00928792569659443,1.34361904761905,NA,NA,0.665714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,33.9,52.2,13.9,15.1,8.7,24,5.2,32.2,18.1,0.531,0.469,78.2,69.2,18,30.8,12.1,6.3,18.4,22.5,22.7,67.3,93.6,NA,NA,NA,0.51,0.0265700483091787,0.928743961352657,NA,NA,0.227053140096618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,35.4,50.8,13.8,13.8,6.9,18.6,5.6,19.2,17,0.488,0.512,70.4,91.1,0.1,8.9,4,24.4,30.3,28.7,12.5,38.5,90.7,NA,NA,NA,0.5,0.00665926748057714,1.31647805459139,NA,NA,1.15589421292968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,42.1,45.9,12,18.8,7.4,37.1,5.2,20.1,16.4,0.488,0.512,60.6,90.6,0,9.4,4.7,30.8,21.6,29.8,13.1,74.4,51.8,7.9,6.6,6.6,0.46,0.0185979971387697,2.13946292014938,46656.7468683834,0.854559370529328,1.35337008714209,0.230978492877555,0.438531348300875,0.104959177147908,0.488320663210215,0.111782795976141,98.6145576115325,0.589789348391277,0.410210651608723,0.629385087479932,0.072806472728125,0.0536732196398348,0.240343390749276,0.0037935034996995,0.0738812429164776
1033,27.2,54.9,17.9,11.5,6.1,18.4,8.6,17.2,21,0.472,0.528,72.4,85.6,0.3,14.4,7.1,20.5,27.8,31.4,13,37.7,92.4,NA,NA,NA,0.59,0.0193610842207164,1.15288939915805,NA,NA,0.783295063145809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,20.3,52.3,27.3,5.2,8.7,NA,NA,NA,NA,0.509,0.491,65.3,92.2,1.5,7.8,4.6,7.4,20.6,37.1,28.8,80.6,42.5,NA,NA,NA,0.58,0.0242914979757085,NA,36729.1582321188,0.741396761133603,0.643347050754457,0.108377701934016,0.300887372013652,0.0481073947667804,0.776567918088737,0.077722866894198,97.24646370876,0.108241183162685,0.891758816837315,0.118032309442548,0.178588395904437,0.369792946530148,0.333586348122867,0,0.140146530147895
711,31.1,48.9,20,13.4,10,22.2,5.1,21.4,16.1,0.495,0.505,74.8,86.5,0.2,13.5,7.2,30.6,16.9,29.3,15.7,87.8,62,11.7,10.6,12.9,0.6,0.0351617440225035,1.53334756922201,30452.6035428973,0.643902953586498,1.11751726101502,0.149558227668381,0.464159103568035,0.0637768530956828,0.417882769240851,0.127927219510064,80.1552963533305,0.779399975972828,0.220600024027173,0.253403667420246,0.37168506929655,0.117588982449243,0.256778393019014,0.000541703526533644,0.261085809770322
536,30.7,47.8,21.5,12.9,9.3,26.6,6.4,27.3,18.9,0.49,0.51,72,86.9,0.5,13.1,8.3,26.6,10.9,28.6,25,84.5,54.8,8.3,7.1,5.4,0.66,0.0149253731343284,1.36713047445255,48110.1535746269,1.10585447761194,1.27794251824818,0.292662188015616,0.327778883756398,0.102163181709288,0.334895012636274,0.1510144448306,79.7300443028792,0.698235982845709,0.30176233006826,0.0823449821000172,0.149025370399738,0.390094780493236,0.376027857164548,0.00250532275642864,0.41239637074053
345,33.8,55.7,10.5,16.5,5.1,19.8,4.1,34,21.4,0.518,0.482,80.5,67.9,0,32.1,20.1,0,10.1,40.4,29.4,54.3,93.9,NA,NA,NA,0.58,0.0202898550724638,1.12463768115942,NA,NA,0.171014492753623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
